event_index,m_H2H2,pT_H2H2,pT_H2_leading,pT_H2_subleading,y_H2_leading,y_H2_subleading,delta_phi_H2H2,delta_R_H2H2
1,413.9372843343596,0,109.8017447866515,109.8017447866515,-1.272366241412944,-0.3287902494921841,3.141592653589793,3.280234755870165
2,372.8248616235643,0,83.82987605692252,83.82987605692252,0.7228227174908779,1.540906359453619,3.141592653589793,3.246361847720673
3,354.0081129674914,0,90.07975446644068,90.07975446644068,1.097836780882841,1.402533371732679,3.141592653589793,3.156334014892098
4,360.7728067557317,0,99.60313314596996,99.60313314596996,-1.392087892653245,-1.271262278827358,3.141592653589793,3.143915270812138
5,459.4964903434669,0,72.95456336424765,72.95456336424765,0.09378866802070278,1.780871151783666,3.141592653589793,3.565929290957571
6,327.7809133174896,0,23.63394567710322,23.63394567710322,-2.310488369067195,-1.519224522273526,3.141592653589793,3.239707220773518
7,383.1163844644894,0,37.39932077583504,37.39932077583504,2.733999058279911,1.377075342788721,3.141592653589793,3.422111390757433
8,343.682363749178,0,68.66506478507097,68.66506478507097,-0.05490665842399023,0.5203782628212593,3.141592653589793,3.19383110725998
9,351.194005601053,0,91.29192599669726,91.29192599669726,-0.7609515650451555,-0.757503652598024,3.141592653589793,3.141594545639141
10,325.7868572581035,0,59.36784046720852,59.36784046720852,1.554549522887333,1.275552015773124,3.141592653589793,3.15395688145309
11,304.683339661997,0,20.85257975241574,20.85257975241574,-1.121409793265222,-0.90357467056699,3.141592653589793,3.149135840475972
12,357.0363227967009,0,96.78529145667255,96.78529145667255,0.09514497121269511,0.08216965988618476,3.141592653589793,3.141619448595482
13,394.8092740263056,0,92.39369727780826,92.39369727780826,0.8503600048236882,-0.1219601315509232,3.141592653589793,3.288618379911068
14,304.6430082286087,0,26.01048151375978,26.01048151375978,0.4080062818581389,0.4740677195257584,3.141592653589793,3.142287147069165
15,423.0656394424622,0,65.32900201372701,65.32900201372701,2.119561791244258,0.6238639589793158,3.141592653589793,3.479470707813389
16,400.8174916757019,0,131.2489937315887,131.2489937315887,-0.4834266947427981,-0.6928959463093284,3.141592653589793,3.148568209272462
17,427.4526478931953,0,76.00911355884659,76.00911355884659,-0.4024211477261888,-1.843406449242554,3.141592653589793,3.456304824559831
18,369.5256630778474,0,107.8414150284135,107.8414150284135,-0.8748130211761483,-0.9045252223194519,3.141592653589793,3.141733154802638
19,324.1218984703964,0,8.85838906523421,8.85838906523421,0.6492535177933536,-0.1382512356952269,3.141592653589793,3.238791153788164
20,358.7259743389371,0,83.42404873747508,83.42404873747508,-2.143899153899594,-2.741724326383732,3.141592653589793,3.197968001394799
21,404.1552168120407,0,61.15068176718464,61.15068176718464,0.6061016032651992,-0.7735124140934039,3.141592653589793,3.431171700451859
22,337.7017993098736,0,30.97824646560489,30.97824646560489,-2.396331976136176,-1.498748945097599,3.141592653589793,3.267301592858816
23,338.2067565282201,0,74.96012017293775,74.96012017293775,0.3171994059373064,0.05745964845581485,3.141592653589793,3.152311714076814
24,306.955546316496,0,2.4449759276792,2.4449759276792,-1.79376525207541,-2.222356009774193,3.141592653589793,3.170693053367698
25,315.700919508882,0,31.84280131946451,31.84280131946451,-0.4040833220829212,0.07968649744032039,3.141592653589793,3.178621971762435
26,452.2036391722473,0,162.6762571893848,162.6762571893848,1.227748410293048,1.644642577236693,3.141592653589793,3.169133185513192
27,543.5858592369253,0,225.5625314239276,225.5625314239276,0.866905656802843,1.03064691756869,3.141592653589793,3.14585689464199
28,303.7064417912489,0,15.63117822253808,15.63117822253808,0.395812479805331,0.6306660642325119,3.141592653589793,3.150358806105687
29,317.7200501179339,0,50.82935784237396,50.82935784237396,1.08262220314945,0.9266397996174409,3.141592653589793,3.14546259098737
30,340.5484147148823,0,31.36151220019934,31.36151220019934,0.5651336351608102,1.499525176324511,3.141592653589793,3.277604606002321
