event_index,m_H2H2,pT_H2H2,pT_H2_leading,pT_H2_subleading,y_H2_leading,y_H2_subleading,delta_phi_H2H2,delta_R_H2H2
1,465.0778837308129,0,47.40724613386092,47.40724613386092,0.1987095368589966,2.084021628137094,3.141592653589793,3.663878557295363
2,386.9233548881353,0,120.1320708737933,120.1320708737933,0.7733559116070832,1.004549424350295,3.141592653589793,3.150088068836156
3,421.8453976436567,0,120.679418894561,120.679418894561,1.131595793459927,1.999279807856509,3.141592653589793,3.259214621642571
4,357.2794948526965,0,56.49931352174064,56.49931352174064,-1.111629601438533,-0.1634802294996268,3.141592653589793,3.281553234765132
5,431.0675728713531,0,82.86794274708075,82.86794274708075,-0.3617689372153282,1.044944880719266,3.141592653589793,3.442157487195709
6,1149.117819981827,0,551.6636697311557,551.6636697311557,0.5180725611176912,0.7182517883421776,3.141592653589793,3.147963806034236
7,343.9901094702203,0,60.30129355425343,60.30129355425343,0.3308372673675231,-0.3803046188201192,3.141592653589793,3.221075469991331
8,339.8925388719143,0,55.51976680461271,55.51976680461271,-2.013905917923908,-2.717539815013444,3.141592653589793,3.219426200772859
9,326.9083288745855,0,52.96869669290503,52.96869669290503,1.82483665994394,1.356760601453822,3.141592653589793,3.176271335641998
10,302.1504098806007,0,17.99079335540323,17.99079335540323,1.314455047848367,1.317382603379524,3.141592653589793,3.14159401763989
11,315.4650378239472,0,37.07141461805379,37.07141461805379,-0.3042023223908536,0.1033672132282467,3.141592653589793,3.167920031732829
12,463.8641886482536,0,114.8830181167602,114.8830181167602,0.6169843417011766,1.941841786516494,3.141592653589793,3.409523669102758
13,351.2718659677208,0,90.52461625545114,90.52461625545114,-0.07260567528658399,0.06860673354640882,3.141592653589793,3.144764752012108
14,475.6243732520685,0,129.1715761434475,129.1715761434475,0.3680335205338036,1.616846285071441,3.141592653589793,3.380700773798459
15,431.1081236944419,0,145.8145018200637,145.8145018200637,-0.8918447461975975,-0.3998860609504284,3.141592653589793,3.17987857458103
16,467.3540700640119,0,164.4093887691111,164.4093887691111,-1.69759421979432,-1.067886538122472,3.141592653589793,3.204081173354678
17,420.7502858774868,0,135.7037903286086,135.7037903286086,-0.116077140555248,-0.6801795817075662,3.141592653589793,3.191835829926621
18,391.2550612461358,0,101.689374956707,101.689374956707,1.045938604139313,1.838254997152034,3.141592653589793,3.239964454701015
19,447.556516217607,0,153.8175270510892,153.8175270510892,-2.336266015928056,-1.761609277653478,3.141592653589793,3.193718016346111
20,341.3922410550474,0,73.07129234427043,73.07129234427043,-0.2566835928410795,0.1718430757303015,3.141592653589793,3.170684390910935
21,335.2321858775672,0,68.90996595145526,68.90996595145526,-0.3536329414787272,-0.7043574827048933,3.141592653589793,3.161109315558015
22,336.0722170370937,0,60.55142836626044,60.55142836626044,-0.8872131263228219,-0.3318964516760763,3.141592653589793,3.190294815566435
23,407.7163677796227,0,136.0726851417946,136.0726851417946,1.145972402508315,0.916486927686333,3.141592653589793,3.149963171886876
24,377.0544951805498,0,86.41584479382961,86.41584479382961,0.7184804653623744,1.556372697827917,3.141592653589793,3.251410123979356
25,340.1261529613889,0,74.99282857796547,74.99282857796547,-1.230998314763779,-0.8957761005911744,3.141592653589793,3.159426899607608
26,406.2107883489278,0,110.0573226042379,110.0573226042379,-0.9382362983821509,-0.08813456596668391,3.141592653589793,3.254577907585734
27,320.1009990290652,0,5.729890256117457,5.729890256117457,0.7506522003121157,1.474571370209174,3.141592653589793,3.223920496171362
28,461.472154426297,0,127.8814308799722,127.8814308799722,-2.952916730384133,-1.800751430273754,3.141592653589793,3.346205205881402
29,399.9778037171525,0,122.2438807551446,122.2438807551446,-0.8113537253990354,-0.2949767974471428,3.141592653589793,3.183747718147654
