g_hH2H2_GeV,GHphiphi_GeV,sigma_run_01,sigma_run_02,sigma_combined,combined_error,sigma_structural,relative_residual,ratio_to_direct_g0,ratio_error,pull
40.0,-40.0,9.1549e-05,9.0547e-05,9.135234345849286e-05,4.392645913897135e-07,9.111715423816334e-05,0.002581173899645517,1.000009106222582,0.006800156468192825,0.0013391195665251165
63.59142520075966,-63.59142520075966,0.00023138,0.00022885,0.00023088348664262556,1.110161786947512e-06,0.000230291167568,0.0025720442554559853,1.0,0.006799991971533526,0.0
100.0,-100.0,0.00057218,0.00056592,0.0005709513754187306,2.745389254895167e-06,0.0005694822139885209,0.002579819692559049,1.0000077554896403,0.006800133990258956,0.0011404907096507983
150.0,-150.0,0.0012874,0.0012733,0.0012846326193648604,6.177050044250638e-06,0.001281334981474172,0.0025735954597090327,1.0000015472247226,0.006800071170318935,0.00022753066604918408
205.09272542237372,-205.09272542237372,0.0024068,0.0023804,0.002401618727901116,1.1548013651785884e-05,0.0023954145185596746,0.002590035792707779,1.0000179453809377,0.006800190920002231,0.0026389525160101838
300.0,-300.0,0.0051497,0.0050932,0.00513861078219411,2.4708719460585273e-05,0.005125339925896688,0.0025892636370066224,1.0000171752061602,0.0068001957636806545,0.002525692900182659
