point_id,ctau_mm,total_width_GeV,g_hH2H2_GeV,GHphiphi_GeV,BR_H2_to_bb,sigma_production_pb,sigma_production_error_pb,Trackless_Aeff,Trackless_Aeff_error,sigma_4b_fb,visible_sigma_fb,N_expected_139fb,N_expected_error,observed_S95,N_over_observed_S95,above_observed_S95,interpretation,production_status,efficiency_status
eff_ctau4p326_g63p591_br0p5,4.326221529733112,4.5611852986218501e-14,63.59142520075966,-63.59142520075966,0.5,2.3029116756800001e-04,0.0000000000000000e+00,0.01573386,0.002487741699310843,5.7572791892000000e-02,9.0584224743786308e-04,1.2591207239386296e-01,1.9908446683830832e-02,3.0,4.1970690797954319e-02,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau4p326_g63p591_br0p7567,4.326221529733112,4.5611852986218501e-14,63.59142520075966,-63.59142520075966,0.7567374858085787,2.3029116756800001e-04,0.0000000000000000e+00,0.01573386,0.002487741699310843,1.3187661073862800e-01,2.0749281306360694e-03,2.8841501015841364e-01,4.5602417174059391e-02,3.0,9.6138336719471210e-02,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau4p326_g63p591_br1,4.326221529733112,4.5611852986218501e-14,63.59142520075966,-63.59142520075966,1,2.3029116756800001e-04,0.0000000000000000e+00,0.01573386,0.002487741699310843,2.3029116756800000e-01,3.6233689897514523e-03,5.0364828957545182e-01,7.9633786735323328e-02,3.0,1.6788276319181727e-01,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau10_g63p591_br0p1,10,1.9732698040000002e-14,63.59142520075966,-63.59142520075966,0.1,2.3029116756800001e-04,0.0000000000000000e+00,0.018625475,0.002716804752519248,2.3029116756800006e-03,4.2892823842585956e-05,5.9621025141194479e-03,8.6966203253160924e-04,3.0,1.9873675047064826e-03,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau10_g63p591_br0p25,10,1.9732698040000002e-14,63.59142520075966,-63.59142520075966,0.25,2.3029116756800001e-04,0.0000000000000000e+00,0.018625475,0.002716804752519248,1.4393197973000000e-02,2.6808014901616217e-04,3.7263140713246538e-02,5.4353877033225563e-03,3.0,1.2421046904415513e-02,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau10_g63p591_br0p5,10,1.9732698040000002e-14,63.59142520075966,-63.59142520075966,0.5,2.3029116756800001e-04,0.0000000000000000e+00,0.018625475,0.002716804752519248,5.7572791892000000e-02,1.0723205960646487e-03,1.4905256285298615e-01,2.1741550813290225e-02,3.0,4.9684187617662051e-02,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau10_g63p591_br0p7567,10,1.9732698040000002e-14,63.59142520075966,-63.59142520075966,0.7567374858085787,2.3029116756800001e-04,0.0000000000000000e+00,0.018625475,0.002716804752519248,1.3187661073862800e-01,2.4562645163970472e-03,3.4142076777918956e-01,4.9801337389316129e-02,3.0,1.1380692259306319e-01,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau10_g63p591_br1,10,1.9732698040000002e-14,63.59142520075966,-63.59142520075966,1,2.3029116756800001e-04,0.0000000000000000e+00,0.018625475,0.002716804752519248,2.3029116756800000e-01,4.2892823842585947e-03,5.9621025141194461e-01,8.6966203253160901e-02,3.0,1.9873675047064820e-01,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau30_g63p591_br0p1,30,6.5775660133333334e-15,63.59142520075966,-63.59142520075966,0.1,2.3029116756800001e-04,0.0000000000000000e+00,0.01856252,0.002679268979709453,2.3029116756800006e-03,4.2747844038043520e-05,5.9419503212880496e-03,8.5764665437675980e-04,3.0,1.9806501070960165e-03,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau30_g63p591_br0p25,30,6.5775660133333334e-15,63.59142520075966,-63.59142520075966,0.25,2.3029116756800001e-04,0.0000000000000000e+00,0.01856252,0.002679268979709453,1.4393197973000000e-02,2.6717402523777196e-04,3.7137189508050304e-02,5.3602915898547480e-03,3.0,1.2379063169350101e-02,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau30_g63p591_br0p5,30,6.5775660133333334e-15,63.59142520075966,-63.59142520075966,0.5,2.3029116756800001e-04,0.0000000000000000e+00,0.01856252,0.002679268979709453,5.7572791892000000e-02,1.0686961009510878e-03,1.4854875803220122e-01,2.1441166359418992e-02,3.0,4.9516252677400403e-02,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau30_g63p591_br0p7567,30,6.5775660133333334e-15,63.59142520075966,-63.59142520075966,0.7567374858085787,2.3029116756800001e-04,0.0000000000000000e+00,0.01856252,0.002679268979709453,1.3187661073862800e-01,2.4479622243679970e-03,3.4026674918715161e-01,4.9113274809870218e-02,3.0,1.1342224972905053e-01,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau30_g63p591_br1,30,6.5775660133333334e-15,63.59142520075966,-63.59142520075966,1,2.3029116756800001e-04,0.0000000000000000e+00,0.01856252,0.002679268979709453,2.3029116756800000e-01,4.2747844038043513e-03,5.9419503212880487e-01,8.5764665437675969e-02,3.0,1.9806501070960161e-01,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau100_g63p591_br0p1,100,1.9732698039999999e-15,63.59142520075966,-63.59142520075966,0.1,2.3029116756800001e-04,0.0000000000000000e+00,0.01425306,0.002079022475718981,2.3029116756800006e-03,3.2823538288167587e-05,4.5624718220552947e-03,6.6550491353347904e-04,3.0,1.5208239406850983e-03,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau100_g63p591_br0p25,100,1.9732698039999999e-15,63.59142520075966,-63.59142520075966,0.25,2.3029116756800001e-04,0.0000000000000000e+00,0.01425306,0.002079022475718981,1.4393197973000000e-02,2.0514711430104737e-04,2.8515448887845584e-02,4.1594057095842426e-03,3.0,9.5051496292818619e-03,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau100_g63p591_br0p5,100,1.9732698039999999e-15,63.59142520075966,-63.59142520075966,0.5,2.3029116756800001e-04,0.0000000000000000e+00,0.01425306,0.002079022475718981,5.7572791892000000e-02,8.2058845720418946e-04,1.1406179555138234e-01,1.6637622838336971e-02,3.0,3.8020598517127448e-02,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau100_g63p591_br0p7567,100,1.9732698039999999e-15,63.59142520075966,-63.59142520075966,0.7567374858085787,2.3029116756800001e-04,0.0000000000000000e+00,0.01425306,0.002079022475718981,1.3187661073862800e-01,1.8796452454543091e-03,2.6127068911814899e-01,3.8110246846867854e-02,3.0,8.7090229706049668e-02,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau100_g63p591_br1,100,1.9732698039999999e-15,63.59142520075966,-63.59142520075966,1,2.3029116756800001e-04,0.0000000000000000e+00,0.01425306,0.002079022475718981,2.3029116756800000e-01,3.2823538288167579e-03,4.5624718220552934e-01,6.6550491353347882e-02,3.0,1.5208239406850979e-01,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau300_g63p591_br0p1,300,6.5775660133333338e-16,63.59142520075966,-63.59142520075966,0.1,2.3029116756800001e-04,0.0000000000000000e+00,0.006872078500000001,0.001161593276620673,2.3029116756800006e-03,1.5825789813839508e-05,2.1997847841236915e-03,3.7183149395783800e-04,3.0,7.3326159470789721e-04,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau300_g63p591_br0p25,300,6.5775660133333338e-16,63.59142520075966,-63.59142520075966,0.25,2.3029116756800001e-04,0.0000000000000000e+00,0.006872078500000001,0.001161593276620673,1.4393197973000000e-02,9.8911186336496894e-05,1.3748654900773068e-02,2.3239468372364866e-03,3.0,4.5828849669243563e-03,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau300_g63p591_br0p5,300,6.5775660133333338e-16,63.59142520075966,-63.59142520075966,0.5,2.3029116756800001e-04,0.0000000000000000e+00,0.006872078500000001,0.001161593276620673,5.7572791892000000e-02,3.9564474534598757e-04,5.4994619603092272e-02,9.2957873489459466e-03,3.0,1.8331539867697425e-02,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau300_g63p591_br0p7567,300,6.5775660133333338e-16,63.59142520075966,-63.59142520075966,0.7567374858085787,2.3029116756800001e-04,0.0000000000000000e+00,0.006872078500000001,0.001161593276620673,1.3187661073862800e-01,9.0626642130979464e-04,1.2597103256206146e-01,2.1292990828474159e-02,3.0,4.1990344187353819e-02,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau300_g63p591_br1,300,6.5775660133333338e-16,63.59142520075966,-63.59142520075966,1,2.3029116756800001e-04,0.0000000000000000e+00,0.006872078500000001,0.001161593276620673,2.3029116756800000e-01,1.5825789813839503e-03,2.1997847841236909e-01,3.7183149395783786e-02,3.0,7.3326159470789701e-02,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau0p3_g100_br0p1,0.3,6.5775660133333333e-13,100,-100,0.1,5.6948221398852097e-04,0.0000000000000000e+00,0,0.0005,5.6948221398852106e-03,0.0000000000000000e+00,0.0000000000000000e+00,3.9579013872202213e-04,3.0,0.0000000000000000e+00,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,LOW_MC_STATISTICS
eff_ctau0p3_g100_br0p25,0.3,6.5775660133333333e-13,100,-100,0.25,5.6948221398852097e-04,0.0000000000000000e+00,0,0.0005,3.5592638374282559e-02,0.0000000000000000e+00,0.0000000000000000e+00,2.4736883670126377e-03,3.0,0.0000000000000000e+00,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,LOW_MC_STATISTICS
eff_ctau0p3_g100_br0p5,0.3,6.5775660133333333e-13,100,-100,0.5,5.6948221398852097e-04,0.0000000000000000e+00,0,0.0005,1.4237055349713024e-01,0.0000000000000000e+00,0.0000000000000000e+00,9.8947534680505506e-03,3.0,0.0000000000000000e+00,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,LOW_MC_STATISTICS
eff_ctau0p3_g100_br0p7567,0.3,6.5775660133333333e-13,100,-100,0.7567374858085787,5.6948221398852097e-04,0.0000000000000000e+00,0,0.0005,3.2611491378435270e-01,0.0000000000000000e+00,0.0000000000000000e+00,2.2664986508012512e-02,3.0,0.0000000000000000e+00,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,LOW_MC_STATISTICS
eff_ctau0p3_g100_br1,0.3,6.5775660133333333e-13,100,-100,1,5.6948221398852097e-04,0.0000000000000000e+00,0,0.0005,5.6948221398852095e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.9579013872202203e-02,3.0,0.0000000000000000e+00,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,LOW_MC_STATISTICS
eff_ctau1_g100_br0p1,1,1.9732698040000000e-13,100,-100,0.1,5.6948221398852097e-04,0.0000000000000000e+00,0.003951574,0.00124959741827022,5.6948221398852106e-03,2.2503511102594764e-05,3.1279880432606723e-03,9.8915667104770236e-04,3.0,1.0426626810868909e-03,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau1_g100_br0p25,1,1.9732698040000000e-13,100,-100,0.25,5.6948221398852097e-04,0.0000000000000000e+00,0.003951574,0.00124959741827022,3.5592638374282559e-02,1.4064694439121724e-04,1.9549925270379197e-02,6.1822291940481378e-03,3.0,6.5166417567930658e-03,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau1_g100_br0p5,1,1.9732698040000000e-13,100,-100,0.5,5.6948221398852097e-04,0.0000000000000000e+00,0.003951574,0.00124959741827022,1.4237055349713024e-01,5.6258777756486896e-04,7.8199701081516790e-02,2.4728916776192551e-02,3.0,2.6066567027172263e-02,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau1_g100_br0p7567,1,1.9732698040000000e-13,100,-100,0.7567374858085787,5.6948221398852097e-04,0.0000000000000000e+00,0.003951574,0.00124959741827022,3.2611491378435270e-01,1.2886672143224897e-03,1.7912474279082607e-01,5.6644217251083609e-02,3.0,5.9708247596942023e-02,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau1_g100_br1,1,1.9732698040000000e-13,100,-100,1,5.6948221398852097e-04,0.0000000000000000e+00,0.003951574,0.00124959741827022,5.6948221398852095e-01,2.2503511102594759e-03,3.1279880432606716e-01,9.8915667104770205e-02,3.0,1.0426626810868905e-01,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau3_g100_br0p1,3,6.5775660133333331e-14,100,-100,0.1,5.6948221398852097e-04,0.0000000000000000e+00,0.013341595,0.002255141155822941,5.6948221398852106e-03,7.5978010587381825e-05,1.0560943471646074e-02,1.7851252618018062e-03,3.0,3.5203144905486916e-03,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau3_g100_br0p25,3,6.5775660133333331e-14,100,-100,0.25,5.6948221398852097e-04,0.0000000000000000e+00,0.013341595,0.002255141155822941,3.5592638374282559e-02,4.7486256617113628e-04,6.6005896697787947e-02,1.1157032886261286e-02,3.0,2.2001965565929316e-02,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau3_g100_br0p5,3,6.5775660133333331e-14,100,-100,0.5,5.6948221398852097e-04,0.0000000000000000e+00,0.013341595,0.002255141155822941,1.4237055349713024e-01,1.8994502646845451e-03,2.6402358679115179e-01,4.4628131545045142e-02,3.0,8.8007862263717263e-02,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau3_g100_br0p7567,3,6.5775660133333331e-14,100,-100,0.7567374858085787,5.6948221398852097e-04,0.0000000000000000e+00,0.013341595,0.002255141155822941,3.2611491378435270e-01,4.3508931031707512e-03,6.0477414134073437e-01,1.0222548774078138e-01,3.0,2.0159138044691147e-01,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau3_g100_br1,3,6.5775660133333331e-14,100,-100,1,5.6948221398852097e-04,0.0000000000000000e+00,0.013341595,0.002255141155822941,5.6948221398852095e-01,7.5978010587381805e-03,1.0560943471646072e+00,1.7851252618018057e-01,3.0,3.5203144905486905e-01,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau4p326_g100_br0p1,4.326221529733112,4.5611852986218501e-14,100,-100,0.1,5.6948221398852097e-04,0.0000000000000000e+00,0.01573386,0.002487741699310843,5.6948221398852106e-03,8.9601534273854309e-05,1.2454613264065748e-02,1.9692472645495953e-03,3.0,4.1515377546885827e-03,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau4p326_g100_br0p25,4.326221529733112,4.5611852986218501e-14,100,-100,0.25,5.6948221398852097e-04,0.0000000000000000e+00,0.01573386,0.002487741699310843,3.5592638374282559e-02,5.6000958921158933e-04,7.7841332900410912e-02,1.2307795403434968e-02,3.0,2.5947110966803636e-02,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau4p326_g100_br0p5,4.326221529733112,4.5611852986218501e-14,100,-100,0.5,5.6948221398852097e-04,0.0000000000000000e+00,0.01573386,0.002487741699310843,1.4237055349713024e-01,2.2400383568463573e-03,3.1136533160164365e-01,4.9231181613739870e-02,3.0,1.0378844386721454e-01,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau4p326_g100_br0p7567,4.326221529733112,4.5611852986218501e-14,100,-100,0.7567374858085787,5.6948221398852097e-04,0.0000000000000000e+00,0.01573386,0.002487741699310843,3.2611491378435270e-01,5.1310463973950754e-03,7.1321544923791547e-01,1.1276926410060077e-01,3.0,2.3773848307930515e-01,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau4p326_g100_br1,4.326221529733112,4.5611852986218501e-14,100,-100,1,5.6948221398852097e-04,0.0000000000000000e+00,0.01573386,0.002487741699310843,5.6948221398852095e-01,8.9601534273854293e-03,1.2454613264065746e+00,1.9692472645495948e-01,3.0,4.1515377546885818e-01,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau10_g100_br0p1,10,1.9732698040000002e-14,100,-100,0.1,5.6948221398852097e-04,0.0000000000000000e+00,0.018625475,0.002716804752519248,5.6948221398852106e-03,1.0606876739587849e-04,1.4743558668027110e-02,2.1505690597604845e-03,3.0,4.9145195560090366e-03,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau10_g100_br0p25,10,1.9732698040000002e-14,100,-100,0.25,5.6948221398852097e-04,0.0000000000000000e+00,0.018625475,0.002716804752519248,3.5592638374282559e-02,6.6292979622424044e-04,9.2147241675169425e-02,1.3441056623503025e-02,3.0,3.0715747225056475e-02,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau10_g100_br0p5,10,1.9732698040000002e-14,100,-100,0.5,5.6948221398852097e-04,0.0000000000000000e+00,0.018625475,0.002716804752519248,1.4237055349713024e-01,2.6517191848969618e-03,3.6858896670067770e-01,5.3764226494012100e-02,3.0,1.2286298890022590e-01,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau10_g100_br0p7567,10,1.9732698040000002e-14,100,-100,0.7567374858085787,5.6948221398852097e-04,0.0000000000000000e+00,0.018625475,0.002716804752519248,3.2611491378435270e-01,6.0740451738176167e-03,8.4429227916064875e-01,1.2315268612150607e-01,3.0,2.8143075972021625e-01,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau10_g100_br1,10,1.9732698040000002e-14,100,-100,1,5.6948221398852097e-04,0.0000000000000000e+00,0.018625475,0.002716804752519248,5.6948221398852095e-01,1.0606876739587847e-02,1.4743558668027108e+00,2.1505690597604840e-01,3.0,4.9145195560090360e-01,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau30_g100_br0p1,30,6.5775660133333334e-15,100,-100,0.1,5.6948221398852097e-04,0.0000000000000000e+00,0.01856252,0.002679268979709453,5.6948221398852106e-03,1.0571024986806201e-04,1.4693724731660619e-02,2.1208564823056303e-03,3.0,4.8979082438868728e-03,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau30_g100_br0p25,30,6.5775660133333334e-15,100,-100,0.25,5.6948221398852097e-04,0.0000000000000000e+00,0.01856252,0.002679268979709453,3.5592638374282559e-02,6.6068906167538746e-04,9.1835779572878862e-02,1.3255353014410188e-02,3.0,3.0611926524292954e-02,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau30_g100_br0p5,30,6.5775660133333334e-15,100,-100,0.5,5.6948221398852097e-04,0.0000000000000000e+00,0.01856252,0.002679268979709453,1.4237055349713024e-01,2.6427562467015498e-03,3.6734311829151545e-01,5.3021412057640750e-02,3.0,1.2244770609717182e-01,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau30_g100_br0p7567,30,6.5775660133333334e-15,100,-100,0.7567374858085787,5.6948221398852097e-04,0.0000000000000000e+00,0.01856252,0.002679268979709453,3.2611491378435270e-01,6.0535146094203227e-03,8.4143853070942487e-01,1.2145119055290242e-01,3.0,2.8047951023647494e-01,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau30_g100_br1,30,6.5775660133333334e-15,100,-100,1,5.6948221398852097e-04,0.0000000000000000e+00,0.01856252,0.002679268979709453,5.6948221398852095e-01,1.0571024986806199e-02,1.4693724731660618e+00,2.1208564823056300e-01,3.0,4.8979082438868726e-01,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau100_g100_br0p1,100,1.9732698039999999e-15,100,-100,0.1,5.6948221398852097e-04,0.0000000000000000e+00,0.01425306,0.002079022475718981,5.6948221398852106e-03,8.1168641649112294e-05,1.1282441189226609e-02,1.6457131881420348e-03,3.0,3.7608137297422029e-03,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau100_g100_br0p25,100,1.9732698039999999e-15,100,-100,0.25,5.6948221398852097e-04,0.0000000000000000e+00,0.01425306,0.002079022475718981,3.5592638374282559e-02,5.0730401030695178e-04,7.0515257432666303e-02,1.0285707425887716e-02,3.0,2.3505085810888768e-02,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau100_g100_br0p5,100,1.9732698039999999e-15,100,-100,0.5,5.6948221398852097e-04,0.0000000000000000e+00,0.01425306,0.002079022475718981,1.4237055349713024e-01,2.0292160412278071e-03,2.8206102973066521e-01,4.1142829703550862e-02,3.0,9.4020343243555071e-02,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau100_g100_br0p7567,100,1.9732698039999999e-15,100,-100,0.7567374858085787,5.6948221398852097e-04,0.0000000000000000e+00,0.01425306,0.002079022475718981,3.2611491378435270e-01,4.6481354330632062e-03,6.4609082519578565e-01,9.4242032724050948e-02,3.0,2.1536360839859522e-01,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau100_g100_br1,100,1.9732698039999999e-15,100,-100,1,5.6948221398852097e-04,0.0000000000000000e+00,0.01425306,0.002079022475718981,5.6948221398852095e-01,8.1168641649112284e-03,1.1282441189226609e+00,1.6457131881420345e-01,3.0,3.7608137297422028e-01,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau300_g100_br0p1,300,6.5775660133333338e-16,100,-100,0.1,5.6948221398852097e-04,0.0000000000000000e+00,0.006872078500000001,0.001161593276620673,5.6948221398852106e-03,3.9135264788829152e-05,5.4398018056472522e-03,9.1949432818452879e-04,3.0,1.8132672685490841e-03,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau300_g100_br0p25,300,6.5775660133333338e-16,100,-100,0.25,5.6948221398852097e-04,0.0000000000000000e+00,0.006872078500000001,0.001161593276620673,3.5592638374282559e-02,2.4459540493018217e-04,3.3998761285295324e-02,5.7468395511533045e-03,3.0,1.1332920428431774e-02,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau300_g100_br0p5,300,6.5775660133333338e-16,100,-100,0.5,5.6948221398852097e-04,0.0000000000000000e+00,0.006872078500000001,0.001161593276620673,1.4237055349713024e-01,9.7838161972072868e-04,1.3599504514118130e-01,2.2987358204613218e-02,3.0,4.5331681713727097e-02,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau300_g100_br0p7567,300,6.5775660133333338e-16,100,-100,0.7567374858085787,5.6948221398852097e-04,0.0000000000000000e+00,0.006872078500000001,0.001161593276620673,3.2611491378435270e-01,2.2410872875468042e-03,3.1151113296900579e-01,5.2654991884811209e-02,3.0,1.0383704432300193e-01,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau300_g100_br1,300,6.5775660133333338e-16,100,-100,1,5.6948221398852097e-04,0.0000000000000000e+00,0.006872078500000001,0.001161593276620673,5.6948221398852095e-01,3.9135264788829147e-03,5.4398018056472519e-01,9.1949432818452873e-02,3.0,1.8132672685490839e-01,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau0p3_g150_br0p1,0.3,6.5775660133333333e-13,150,-150,0.1,1.2813349814741720e-03,0.0000000000000000e+00,0,0.0005,1.2813349814741722e-02,0.0000000000000000e+00,0.0000000000000000e+00,8.9052781212454969e-04,3.0,0.0000000000000000e+00,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,LOW_MC_STATISTICS
eff_ctau0p3_g150_br0p25,0.3,6.5775660133333333e-13,150,-150,0.25,1.2813349814741720e-03,0.0000000000000000e+00,0,0.0005,8.0083436342135744e-02,0.0000000000000000e+00,0.0000000000000000e+00,5.5657988257784346e-03,3.0,0.0000000000000000e+00,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,LOW_MC_STATISTICS
eff_ctau0p3_g150_br0p5,0.3,6.5775660133333333e-13,150,-150,0.5,1.2813349814741720e-03,0.0000000000000000e+00,0,0.0005,3.2033374536854298e-01,0.0000000000000000e+00,0.0000000000000000e+00,2.2263195303113738e-02,3.0,0.0000000000000000e+00,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,LOW_MC_STATISTICS
eff_ctau0p3_g150_br0p7567,0.3,6.5775660133333333e-13,150,-150,0.7567374858085787,1.2813349814741720e-03,0.0000000000000000e+00,0,0.0005,7.3375855601479334e-01,0.0000000000000000e+00,0.0000000000000000e+00,5.0996219643028133e-02,3.0,0.0000000000000000e+00,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,LOW_MC_STATISTICS
eff_ctau0p3_g150_br1,0.3,6.5775660133333333e-13,150,-150,1,1.2813349814741720e-03,0.0000000000000000e+00,0,0.0005,1.2813349814741719e+00,0.0000000000000000e+00,0.0000000000000000e+00,8.9052781212454954e-02,3.0,0.0000000000000000e+00,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,LOW_MC_STATISTICS
