event,index,tau0_mm,tau_generated_mm,L3D_mm,Rxy_mm,n_daughters
1,9,4.326221529733112,13.80054639532693,20.9091249917021,7.487344909997107,2
1,10,4.326221529733112,3.046813782116973,8.576442934678608,1.653017569722255,2
2,9,4.326221529733112,15.49607812416419,100.179579014999,1.889885293405519,2
2,10,4.326221529733112,3.232512957096499,8.41230493502456,0.3942338602974078,2
3,9,4.326221529733112,4.290199821746975,2.907206320779506,2.057895858940983,2
3,10,4.326221529733112,6.134804897590466,5.943430728411808,2.942704330499331,2
4,9,4.326221529733112,1.473423537448193,1.685872107971861,1.525375256498298,2
4,10,4.326221529733112,3.013751792045858,4.217543005255048,3.120014236216036,2
5,9,4.326221529733112,5.483862739536281,5.173468961707879,2.742155841303985,2
5,10,4.326221529733112,2.321181305401941,1.783010385045497,1.160685665861829,2
6,9,4.326221529733112,5.005554758945409,6.714468987082643,4.575047926751427,2
6,10,4.326221529733112,6.060862956037124,6.078436449139956,5.539593478982174,2
7,9,4.326221529733112,0.6478626513602437,4.790338241805008,0.4601269955335984,2
7,10,4.326221529733112,1.691884830540395,4.660469334172858,1.201615623667969,2
8,9,4.326221529733112,4.296415530793801,5.554917427771786,5.183252642223071,2
8,10,4.326221529733112,2.914402800704881,6.170456419871414,3.515974167066869,2
9,9,4.326221529733112,5.07854186358225,3.661666461679737,0.8312451902243488,2
9,10,4.326221529733112,3.116209373905731,2.008712402959194,0.5100546817121294,2
10,9,4.326221529733112,3.384312732397479,7.538148251817495,2.904367465709485,2
10,10,4.326221529733112,3.394799554213615,3.6799761109801,2.913367102123081,2
11,9,4.326221529733112,3.619948090098481,9.138282076618028,2.812586730788905,2
11,10,4.326221529733112,5.69254024145941,8.00470458256682,4.422926171622265,2
12,9,4.326221529733112,1.626671401701074,0.4999429106876883,0.4420486653075918,2
12,10,4.326221529733112,0.7661230553279822,0.2149383836583205,0.2081942755709327,2
13,9,4.326221529733112,4.378679412765974,2.378217118178964,1.856150623029095,2
13,10,4.326221529733112,11.14797395908381,11.6481251562524,4.725698517534169,2
14,9,4.326221529733112,0.2325378781741836,0.5038034125476563,0.1294145691446952,2
14,10,4.326221529733112,4.854526008064855,10.80490443703018,2.701694866523379,2
15,9,4.326221529733112,0.5260508009647969,1.326872512119345,0.4599123642193305,2
15,10,4.326221529733112,0.6563539056120966,0.6574378662246195,0.5738329376954058,2
16,9,4.326221529733112,4.578402734719401,15.89637181265115,4.725081098989068,2
16,10,4.326221529733112,0.09343389083648057,0.1130473569185674,0.09642723394527229,2
17,9,4.326221529733112,0.5603423700054103,0.2945410258176582,0.2522347770800847,2
17,10,4.326221529733112,6.783977509537395,4.899787878826897,3.053767029642878,2
18,9,4.326221529733112,1.513082464071795,1.421000277308822,0.6858954260105946,2
18,10,4.326221529733112,1.502622949661906,2.705053557436,0.6811540234351341,2
19,9,4.326221529733112,1.266521674447461,0.5290389754297546,0.5286552284404211,2
19,10,4.326221529733112,0.3715985974961791,0.4633140421192152,0.1551079191228099,2
20,9,4.326221529733112,3.077968875608876,11.77299088997509,1.532633094121375,2
20,10,4.326221529733112,2.897774231284675,5.647180520156475,1.442907600968014,2
21,9,4.326221529733112,3.707532030026965,6.959309243786979,1.214069281949584,2
21,10,4.326221529733112,0.7818875353728817,0.6252686090497667,0.2560370701985764,2
22,9,4.326221529733112,2.377092166669663,1.394871665044757,1.393623812496958,2
22,10,4.326221529733112,1.221792478164359,1.23921716787623,0.7163033538935308,2
23,9,4.326221529733112,3.814580484165603,2.323719063957786,2.306713798511306,2
23,10,4.326221529733112,2.69710493056971,1.864402215072889,1.630965498094321,2
