Mass [GeV],error_label,error_minus,error_plus,error_symerror,observable,qualifiers,source_yaml,value
400,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,8.34901
740,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,1.05232
760,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,1.06273
780,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,1.0747
800,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,1.02502
820,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.981256
840,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.962745
860,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.937028
880,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.920035
900,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.92719
920,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.914272
940,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.840334
960,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.749468
980,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.641191
1000,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.568619
1020,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.530475
1040,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.517208
1060,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.509873
1080,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.485804
1100,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.444238
1120,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.396372
1140,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.349182
1160,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.300764
1180,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.261657
1200,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.243426
1220,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.224201
1240,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.208909
1260,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.196613
1280,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.193537
1300,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.202374
1320,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.218963
1340,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.235766
1360,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.246623
1380,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.252641
1400,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.258547
1420,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.264919
1440,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.268835
1460,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.270247
1480,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.272632
1500,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.281034
1520,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.297347
1540,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.316978
1560,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.331901
1580,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.336397
1600,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.328896
1620,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.310019
1640,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.283385
1660,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.252316
1680,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.220316
1700,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.189054
1720,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.160044
1740,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.135921
1760,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.118512
1780,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.107436
1800,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.101289
1820,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.0988386
1840,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.0988598
1860,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.100602
1880,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.103171
1900,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.106136
1920,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.109141
1940,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.112044
1960,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.114922
1980,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.117992
2000,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.121571
2020,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.125618
2040,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.130037
2060,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.134399
2080,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.138408
2100,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.142048
2120,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.145122
2140,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.147698
2160,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.15225
2180,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.150366
2200,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.150231
2220,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.149015
2240,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.146656
2260,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.143094
2280,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.138232
2300,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.132257
2320,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.125173
2340,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.117064
2360,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.108063
2380,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.0983543
2400,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.0845162
2420,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.0757302
2440,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.0689974
2460,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.0628516
2480,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.057565
2500,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.0531583
2520,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.04956
2540,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.0466532
2560,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.0443689
2580,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.0426294
2600,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.0412939
2620,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.0402299
2640,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.039333
2660,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.0385867
2680,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.0380218
2700,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.0376835
2720,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.0375393
2740,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.0374462
2760,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.0373685
2780,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.0373382
2800,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.0373351
400,1 sigma,-2.7362,3.83774,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,9.78449
420,1 sigma,-2.20774,3.09042,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,7.88558
440,1 sigma,-1.81339,2.5399,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,6.49104
460,1 sigma,-1.51903,2.12981,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,5.44125
480,1 sigma,-1.2919,1.81318,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,4.63219
500,1 sigma,-1.11516,1.56451,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,3.99669
520,1 sigma,-0.972948,1.36581,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,3.48826
540,1 sigma,-0.858111,1.20511,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,3.07456
560,1 sigma,-0.762306,1.072,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,2.73413
580,1 sigma,-0.683404,0.959951,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,2.45001
600,1 sigma,-0.617667,0.867489,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,2.21
620,1 sigma,-0.558948,0.790105,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,2.00493
640,1 sigma,-0.510819,0.7209,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,1.82975
660,1 sigma,-0.469315,0.661624,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,1.67786
680,1 sigma,-0.432193,0.610698,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,1.54474
700,1 sigma,-0.399936,0.564903,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,1.42896
720,1 sigma,-0.372302,0.525072,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,1.32611
740,1 sigma,-0.346967,0.48974,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,1.23474
760,1 sigma,-0.323796,0.458321,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,1.15307
780,1 sigma,-0.303513,0.430101,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,1.07989
800,1 sigma,-0.284815,0.40508,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,1.01351
