Mass [GeV],error_label,error_minus,error_plus,error_symerror,observable,qualifiers,source_yaml,value
400,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,8.34901
820,1 sigma,-0.268699,0.381673,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.954282
840,1 sigma,-0.253593,0.360911,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.899967
860,1 sigma,-0.239863,0.341899,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.850571
880,1 sigma,-0.22774,0.324093,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.805785
900,1 sigma,-0.216275,0.308038,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.76442
920,1 sigma,-0.206264,0.29325,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.726294
940,1 sigma,-0.196628,0.27958,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.691178
960,1 sigma,-0.187112,0.267298,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.65825
980,1 sigma,-0.178902,0.255619,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.627963
1000,1 sigma,-0.169146,0.239429,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.597984
1020,1 sigma,-0.162157,0.228515,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.573355
1040,1 sigma,-0.155454,0.218109,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.549722
1060,1 sigma,-0.149031,0.208198,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.527059
1080,1 sigma,-0.14288,0.198766,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.505343
1100,1 sigma,-0.136995,0.189801,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.48455
1120,1 sigma,-0.131369,0.181289,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.464655
1140,1 sigma,-0.125993,0.173215,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.445634
1160,1 sigma,-0.120861,0.165565,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.427463
1180,1 sigma,-0.115967,0.158326,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.410117
1200,1 sigma,-0.111302,0.151484,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.393572
1220,1 sigma,-0.106859,0.145025,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.377805
1240,1 sigma,-0.102632,0.138934,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.36279
1260,1 sigma,-0.0986124,0.133199,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.348504
1280,1 sigma,-0.0947943,0.127804,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.334922
1300,1 sigma,-0.09117,0.122737,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.322021
1320,1 sigma,-0.0877323,0.117983,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.309775
1340,1 sigma,-0.0844742,0.113528,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.29816
1360,1 sigma,-0.0813885,0.109359,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.287153
1380,1 sigma,-0.0784679,0.10546,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.27673
1400,1 sigma,-0.0757053,0.10182,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.266865
1420,1 sigma,-0.0730936,0.0984229,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.257534
1440,1 sigma,-0.0706257,0.0952556,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.248714
1460,1 sigma,-0.0682942,0.0923041,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.24038
1480,1 sigma,-0.0660922,0.0895544,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.232508
1500,1 sigma,-0.0640321,0.0869969,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.225131
1520,1 sigma,-0.0621561,0.0846006,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.218093
1540,1 sigma,-0.0602593,0.0824394,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.211342
1560,1 sigma,-0.058551,0.0804442,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.204926
1580,1 sigma,-0.0568707,0.0786359,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.198788
1600,1 sigma,-0.055068,0.0764954,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.192882
1620,1 sigma,-0.0534348,0.0744463,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.18727
1640,1 sigma,-0.0518239,0.0724109,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.18188
1660,1 sigma,-0.050285,0.0704206,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.176694
1680,1 sigma,-0.0489043,0.0685168,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.171757
1700,1 sigma,-0.0475275,0.0666658,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.167008
1720,1 sigma,-0.0461864,0.0649974,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.162432
1740,1 sigma,-0.0449486,0.0633512,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.158025
1760,1 sigma,-0.0437147,0.0617377,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.153802
1780,1 sigma,-0.042564,0.0601973,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.149793
1800,1 sigma,-0.0413166,0.0588282,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.145865
1820,1 sigma,-0.0401476,0.0575003,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.142216
1840,1 sigma,-0.0392673,0.0561652,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.138697
1860,1 sigma,-0.0383056,0.0548625,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.135347
1880,1 sigma,-0.0373405,0.0536077,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.132144
1900,1 sigma,-0.0364912,0.0523721,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.12911
1920,1 sigma,-0.0355809,0.051263,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.126134
1940,1 sigma,-0.0347296,0.0501022,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.123253
1960,1 sigma,-0.0339869,0.049022,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.120513
1980,1 sigma,-0.0331629,0.0479981,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.117761
2000,1 sigma,-0.0323448,0.0470171,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.115118
2020,1 sigma,-0.0315664,0.0460593,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.112585
2040,1 sigma,-0.0308874,0.0451201,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.11017
2060,1 sigma,-0.0301907,0.0442803,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.107764
2080,1 sigma,-0.0295282,0.0433841,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.105496
2100,1 sigma,-0.0288623,0.0425266,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.103321
2120,1 sigma,-0.0282014,0.0416607,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.101188
2140,1 sigma,-0.0276907,0.0408053,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.0991887
2160,1 sigma,-0.027172,0.0399993,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.0972372
2180,1 sigma,-0.0266381,0.0392305,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.0953326
2200,1 sigma,-0.0260892,0.0385015,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.0934869
2220,1 sigma,-0.0254989,0.0378081,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.0916569
2240,1 sigma,-0.0250367,0.0370899,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.0899253
2260,1 sigma,-0.02449,0.0364115,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.0881991
2280,1 sigma,-0.0240389,0.0356768,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.0865816
2300,1 sigma,-0.0235116,0.035036,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.0850152
2320,1 sigma,-0.0230227,0.0344217,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.0834763
2340,1 sigma,-0.022594,0.0338174,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.0819853
2360,1 sigma,-0.0221618,0.0332079,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.0805348
2380,1 sigma,-0.0217209,0.0326034,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.0791335
2400,1 sigma,-0.0213363,0.0320108,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.0777764
2420,1 sigma,-0.020959,0.0315121,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.0764416
2440,1 sigma,-0.0205329,0.0309767,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.0751597
2460,1 sigma,-0.0200729,0.0304955,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.0738774
2480,1 sigma,-0.019668,0.0300483,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.0726419
2500,1 sigma,-0.0192985,0.0295735,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.0714493
2520,1 sigma,-0.018939,0.0291126,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.0702935
2540,1 sigma,-0.018589,0.0286649,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.0691734
2560,1 sigma,-0.018248,0.0282298,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.0680878
2580,1 sigma,-0.0179154,0.0278066,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.0670354
2600,1 sigma,-0.0175909,0.0273947,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.0660151
2620,1 sigma,-0.0172738,0.0269936,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.0650256
2640,1 sigma,-0.0169637,0.0266025,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.0640656
2660,1 sigma,-0.0166601,0.0262209,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.0631341
2680,1 sigma,-0.0163625,0.0258481,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.0622297
2700,1 sigma,-0.0160703,0.0254836,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.0613513
2720,1 sigma,-0.0157831,0.0251266,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.0604976
2740,1 sigma,-0.0155005,0.0247767,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.0596674
2760,1 sigma,-0.0152218,0.0244331,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.0588595
2780,1 sigma,-0.0149465,0.0240952,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.0580727
2800,1 sigma,-0.0146743,0.0237624,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW01_Scalar.yaml,0.0573057
