Mass [GeV],error_label,error_minus,error_plus,error_symerror,observable,qualifiers,source_yaml,value
2280,1 sigma,-0.0197912,0.0302289,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW006_Scalar.yaml,0.072846
2300,1 sigma,-0.0194504,0.0296906,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW006_Scalar.yaml,0.0715839
2320,1 sigma,-0.0191208,0.0291468,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW006_Scalar.yaml,0.0703606
2340,1 sigma,-0.0187561,0.028632,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW006_Scalar.yaml,0.0691592
2360,1 sigma,-0.0183848,0.0281517,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW006_Scalar.yaml,0.0679997
2380,1 sigma,-0.018005,0.0276868,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW006_Scalar.yaml,0.066867
2400,1 sigma,-0.0176232,0.0272309,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW006_Scalar.yaml,0.0657641
2420,1 sigma,-0.0173337,0.0267674,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW006_Scalar.yaml,0.0647087
2440,1 sigma,-0.0169957,0.0263375,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW006_Scalar.yaml,0.0636824
2460,1 sigma,-0.0166559,0.0259438,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW006_Scalar.yaml,0.0626569
2480,1 sigma,-0.0163557,0.0255211,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW006_Scalar.yaml,0.0616979
2500,1 sigma,-0.0160289,0.0251309,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW006_Scalar.yaml,0.0607396
2520,1 sigma,-0.0157073,0.0247516,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW006_Scalar.yaml,0.059811
2540,1 sigma,-0.0153907,0.0243824,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW006_Scalar.yaml,0.0589112
2560,1 sigma,-0.015079,0.0240229,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW006_Scalar.yaml,0.0580393
2580,1 sigma,-0.0147719,0.0236723,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW006_Scalar.yaml,0.0571944
2600,1 sigma,-0.0144691,0.02333,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW006_Scalar.yaml,0.0563757
2620,1 sigma,-0.0141706,0.0229956,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW006_Scalar.yaml,0.055582
2640,1 sigma,-0.0138759,0.0226682,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW006_Scalar.yaml,0.0548127
2660,1 sigma,-0.0135851,0.0223473,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW006_Scalar.yaml,0.0540667
2680,1 sigma,-0.0132977,0.0220324,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW006_Scalar.yaml,0.0533431
2700,1 sigma,-0.0130137,0.0217227,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW006_Scalar.yaml,0.0526411
2720,1 sigma,-0.0127328,0.0214176,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW006_Scalar.yaml,0.0519596
2740,1 sigma,-0.0124547,0.0211166,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW006_Scalar.yaml,0.0512979
2760,1 sigma,-0.0121794,0.0208191,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW006_Scalar.yaml,0.0506549
2780,1 sigma,-0.0119065,0.0205243,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW006_Scalar.yaml,0.0500299
2800,1 sigma,-0.0116358,0.0202318,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW006_Scalar.yaml,0.0494218
