Mass [GeV],error_label,error_minus,error_plus,error_symerror,observable,qualifiers,source_yaml,value
400,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,2.51322
1040,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.250224
1060,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.266334
1080,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.271744
1100,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.257736
1120,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.184273
1140,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.232135
1160,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.19153
1180,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.111487
1200,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.112549
1220,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.157478
1240,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.132817
1260,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0947221
1280,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0806582
1300,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0904918
1320,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.118994
1340,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.148588
1360,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.162564
1380,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.116057
1400,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.10964
1420,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.144241
1440,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.145728
1460,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.134422
1480,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.116587
1500,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0984813
1520,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0885294
1540,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.122628
1560,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.191584
1580,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.227454
1600,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.223388
1620,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.193563
1640,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.155174
1660,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.128368
1680,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.122702
1700,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.120856
1720,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0980685
1740,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.061167
1760,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0465841
1780,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0472689
1800,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0477387
1820,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0440174
1840,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0466899
1860,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.054268
1880,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0589967
1900,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0606544
1920,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0606262
1940,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.063525
1960,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0653556
1980,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0608168
2000,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0565368
2020,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0581182
2040,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.06265
2060,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0684603
2080,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0768066
2100,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0802375
2120,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0766231
2140,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0691407
2160,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0714434
2180,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0850258
2200,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0958925
2220,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.102627
2240,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.10699
2260,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.109604
2280,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.106959
2300,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.102912
2320,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0959853
2340,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0855897
2360,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0744667
2380,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0632973
2400,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0530067
2420,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0445256
2440,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0386404
2460,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0351321
2480,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0333589
2500,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0326641
2520,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0324173
2540,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0323155
2560,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0322495
2580,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0321584
2600,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.032016
2620,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0318489
2640,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0317231
2660,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0316588
2680,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.031633
2700,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0316266
2720,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.031627
2740,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0316272
2760,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0316272
2780,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0316272
2800,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0316272
400,1 sigma,-0.767374,1.07733,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,2.73376
420,1 sigma,-0.6386,0.897178,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,2.2733
440,1 sigma,-0.540629,0.760776,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,1.92362
460,1 sigma,-0.464931,0.656093,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,1.65496
480,1 sigma,-0.406596,0.574824,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,1.44557
500,1 sigma,-0.360335,0.510521,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,1.27981
520,1 sigma,-0.322968,0.458907,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,1.14616
540,1 sigma,-0.292357,0.416454,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,1.03659
560,1 sigma,-0.267272,0.381211,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.945144
580,1 sigma,-0.245614,0.351234,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.86762
600,1 sigma,-0.227459,0.325025,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.801496
620,1 sigma,-0.211043,0.302559,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.743571
640,1 sigma,-0.197197,0.282818,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.692634
660,1 sigma,-0.184485,0.265172,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.647497
680,1 sigma,-0.173247,0.249443,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.607115
700,1 sigma,-0.16311,0.235067,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.570755
720,1 sigma,-0.15392,0.222167,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.537823
740,1 sigma,-0.145564,0.210412,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.507866
760,1 sigma,-0.137918,0.199673,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.48048
780,1 sigma,-0.130887,0.189821,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.455352
800,1 sigma,-0.124438,0.180735,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.432235
