Mass [GeV],Resonance Width [% of mX],error_label,error_minus,error_plus,error_symerror,observable,qualifiers,source_yaml,value
1120,5.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.33066
1120,5.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.343455
1120,6.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.359874
1120,6.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.373538
1120,7.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.387306
1120,7.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.400847
1120,8.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.414118
1120,8.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.426885
1120,9.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.439659
1120,9.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.45236
1120,10.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.464806
1140,0,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.129966
1140,0.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.150604
1140,1.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.171371
1140,1.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.1914
1140,2.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.210194
1140,2.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.228937
1140,3.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.249964
1140,3.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.266043
1140,4.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.286022
1140,4.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.303753
1140,5.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.314735
1140,5.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.330854
1140,6.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.346523
1140,6.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.359813
1140,7.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.372836
1140,7.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.385483
1140,8.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.398093
1140,8.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.410556
1140,9.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.422688
1140,9.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.434748
1140,10.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.44673
1160,0,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.12557
1160,0.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.145465
1160,1.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.165828
1160,1.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.185319
1160,2.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.202871
1160,2.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.221818
1160,3.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.239311
1160,3.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.256431
1160,4.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.27325
1160,4.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.28947
1160,5.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.309581
1160,5.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.318502
1160,6.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.333862
1160,6.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.346566
1160,7.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.359077
1160,7.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.371276
1160,8.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.383461
1160,8.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.395139
1160,9.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.406783
1160,9.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.418249
1160,10.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.429677
1180,0,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.121394
1180,0.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.14059
1180,1.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.160694
1180,1.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.179068
1180,2.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.195901
1180,2.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.215847
1180,3.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.233422
1180,3.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.247489
1180,4.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.263802
1180,4.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.279201
1180,5.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.292474
1180,5.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.307287
1180,6.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.321842
1180,6.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.33391
1180,7.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.346022
1180,7.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.357752
1180,8.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.36915
1180,8.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.380496
1180,9.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.391546
1180,9.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.402586
1180,10.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.413479
1200,0,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.117435
1200,0.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.135988
1200,1.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.155411
1200,1.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.172115
1200,2.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.189271
1200,2.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.207661
1200,3.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.222124
1200,3.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.242636
1200,4.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.256206
1200,4.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.273586
1200,5.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.282202
1200,5.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.296496
1200,6.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.310417
1200,6.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.322103
1200,7.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.333593
1200,7.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.34486
1200,8.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.35595
1200,8.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.366677
1200,9.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.377222
1200,9.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.387736
1200,10.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.398154
1220,0,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.113656
1220,0.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.131553
1220,1.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.149652
1220,1.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.166988
1220,2.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.182969
1220,2.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.199898
1220,3.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.216936
1220,3.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.232311
1220,4.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.247501
1220,4.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.260409
1220,5.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.272482
1220,5.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.286187
1220,6.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.299402
1220,6.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.310565
1220,7.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.321625
1220,7.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.332545
1220,8.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.343125
1220,8.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.353534
1220,9.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.363739
1220,9.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.373851
1220,10.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.383617
1240,0,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.110052
1240,0.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.12821
1240,1.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.145217
1240,1.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.16157
1240,2.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.177058
1240,2.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.194292
1240,3.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.208514
1240,3.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.221921
1240,4.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.235896
1240,4.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.249684
1240,5.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.263231
1240,5.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.276087
1240,6.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.289044
1240,6.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.299986
1240,7.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.310555
1240,7.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.320868
1240,8.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.330799
1240,8.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.340944
1240,9.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.350748
1240,9.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.360473
1240,10.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.370006
1260,0,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.106631
1260,0.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.123389
1260,1.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.140719
1260,1.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.155868
1260,2.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.171347
1260,2.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.187063
1260,3.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.200651
1260,3.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.217495
1260,4.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.231602
