point_id,ctau_mm,total_width_GeV,g_hH2H2_GeV,GHphiphi_GeV,BR_H2_to_bb,sigma_production_pb,sigma_production_error_pb,Trackless_Aeff,Trackless_Aeff_error,sigma_4b_fb,visible_sigma_fb,N_expected_139fb,N_expected_error,observed_S95,N_over_observed_S95,above_observed_S95,interpretation,production_status,efficiency_status,production_evaluation_mode
eff_ctau3_g100_br0p1,3,6.5775660133333331e-14,100,-100,0.1,5.6948221398852087e-04,0.0000000000000000e+00,0.013341595,0.002255141155822941,5.6948221398852097e-03,7.5978010587381811e-05,1.0560943471646073e-02,1.7851252618018060e-03,3.0,3.5203144905486907e-03,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED,factorized
eff_ctau3_g100_br0p25,3,6.5775660133333331e-14,100,-100,0.25,5.6948221398852087e-04,0.0000000000000000e+00,0.013341595,0.002255141155822941,3.5592638374282552e-02,4.7486256617113623e-04,6.6005896697787933e-02,1.1157032886261284e-02,3.0,2.2001965565929312e-02,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED,factorized
eff_ctau3_g100_br0p5,3,6.5775660133333331e-14,100,-100,0.5,5.6948221398852087e-04,0.0000000000000000e+00,0.013341595,0.002255141155822941,1.4237055349713021e-01,1.8994502646845449e-03,2.6402358679115173e-01,4.4628131545045135e-02,3.0,8.8007862263717249e-02,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED,factorized
eff_ctau3_g100_br0p7567,3,6.5775660133333331e-14,100,-100,0.7567374858085787,5.6948221398852087e-04,0.0000000000000000e+00,0.013341595,0.002255141155822941,3.2611491378435259e-01,4.3508931031707495e-03,6.0477414134073415e-01,1.0222548774078136e-01,3.0,2.0159138044691138e-01,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED,factorized
eff_ctau3_g100_br1,3,6.5775660133333331e-14,100,-100,1,5.6948221398852087e-04,0.0000000000000000e+00,0.013341595,0.002255141155822941,5.6948221398852084e-01,7.5978010587381796e-03,1.0560943471646069e+00,1.7851252618018054e-01,3.0,3.5203144905486899e-01,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED,factorized
eff_ctau4p326_g100_br0p1,4.326221529733112,4.5611852986218501e-14,100,-100,0.1,5.6948221398852087e-04,0.0000000000000000e+00,0.01573386,0.002487741699310843,5.6948221398852097e-03,8.9601534273854296e-05,1.2454613264065746e-02,1.9692472645495948e-03,3.0,4.1515377546885819e-03,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED,factorized
eff_ctau4p326_g100_br0p25,4.326221529733112,4.5611852986218501e-14,100,-100,0.25,5.6948221398852087e-04,0.0000000000000000e+00,0.01573386,0.002487741699310843,3.5592638374282552e-02,5.6000958921158923e-04,7.7841332900410898e-02,1.2307795403434966e-02,3.0,2.5947110966803633e-02,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED,factorized
eff_ctau4p326_g100_br0p5,4.326221529733112,4.5611852986218501e-14,100,-100,0.5,5.6948221398852087e-04,0.0000000000000000e+00,0.01573386,0.002487741699310843,1.4237055349713021e-01,2.2400383568463569e-03,3.1136533160164359e-01,4.9231181613739863e-02,3.0,1.0378844386721453e-01,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED,factorized
eff_ctau4p326_g100_br0p7567,4.326221529733112,4.5611852986218501e-14,100,-100,0.7567374858085787,5.6948221398852087e-04,0.0000000000000000e+00,0.01573386,0.002487741699310843,3.2611491378435259e-01,5.1310463973950737e-03,7.1321544923791524e-01,1.1276926410060073e-01,3.0,2.3773848307930509e-01,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED,factorized
eff_ctau4p326_g100_br1,4.326221529733112,4.5611852986218501e-14,100,-100,1,5.6948221398852087e-04,0.0000000000000000e+00,0.01573386,0.002487741699310843,5.6948221398852084e-01,8.9601534273854276e-03,1.2454613264065744e+00,1.9692472645495945e-01,3.0,4.1515377546885812e-01,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED,factorized
eff_ctau10_g100_br0p1,10,1.9732698040000002e-14,100,-100,0.1,5.6948221398852087e-04,0.0000000000000000e+00,0.018625475,0.002716804752519248,5.6948221398852097e-03,1.0606876739587847e-04,1.4743558668027106e-02,2.1505690597604841e-03,3.0,4.9145195560090357e-03,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED,factorized
eff_ctau10_g100_br0p25,10,1.9732698040000002e-14,100,-100,0.25,5.6948221398852087e-04,0.0000000000000000e+00,0.018625475,0.002716804752519248,3.5592638374282552e-02,6.6292979622424033e-04,9.2147241675169411e-02,1.3441056623503023e-02,3.0,3.0715747225056472e-02,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED,factorized
eff_ctau10_g100_br0p5,10,1.9732698040000002e-14,100,-100,0.5,5.6948221398852087e-04,0.0000000000000000e+00,0.018625475,0.002716804752519248,1.4237055349713021e-01,2.6517191848969613e-03,3.6858896670067764e-01,5.3764226494012093e-02,3.0,1.2286298890022589e-01,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED,factorized
eff_ctau10_g100_br0p7567,10,1.9732698040000002e-14,100,-100,0.7567374858085787,5.6948221398852087e-04,0.0000000000000000e+00,0.018625475,0.002716804752519248,3.2611491378435259e-01,6.0740451738176141e-03,8.4429227916064831e-01,1.2315268612150601e-01,3.0,2.8143075972021608e-01,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED,factorized
eff_ctau10_g100_br1,10,1.9732698040000002e-14,100,-100,1,5.6948221398852087e-04,0.0000000000000000e+00,0.018625475,0.002716804752519248,5.6948221398852084e-01,1.0606876739587845e-02,1.4743558668027106e+00,2.1505690597604837e-01,3.0,4.9145195560090355e-01,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED,factorized
eff_ctau30_g100_br0p1,30,6.5775660133333334e-15,100,-100,0.1,5.6948221398852087e-04,0.0000000000000000e+00,0.01856252,0.002679268979709453,5.6948221398852097e-03,1.0571024986806199e-04,1.4693724731660618e-02,2.1208564823056299e-03,3.0,4.8979082438868728e-03,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED,factorized
eff_ctau30_g100_br0p25,30,6.5775660133333334e-15,100,-100,0.25,5.6948221398852087e-04,0.0000000000000000e+00,0.01856252,0.002679268979709453,3.5592638374282552e-02,6.6068906167538735e-04,9.1835779572878848e-02,1.3255353014410186e-02,3.0,3.0611926524292950e-02,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED,factorized
eff_ctau30_g100_br0p5,30,6.5775660133333334e-15,100,-100,0.5,5.6948221398852087e-04,0.0000000000000000e+00,0.01856252,0.002679268979709453,1.4237055349713021e-01,2.6427562467015494e-03,3.6734311829151539e-01,5.3021412057640743e-02,3.0,1.2244770609717180e-01,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED,factorized
eff_ctau30_g100_br0p7567,30,6.5775660133333334e-15,100,-100,0.7567374858085787,5.6948221398852087e-04,0.0000000000000000e+00,0.01856252,0.002679268979709453,3.2611491378435259e-01,6.0535146094203201e-03,8.4143853070942454e-01,1.2145119055290238e-01,3.0,2.8047951023647483e-01,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED,factorized
eff_ctau30_g100_br1,30,6.5775660133333334e-15,100,-100,1,5.6948221398852087e-04,0.0000000000000000e+00,0.01856252,0.002679268979709453,5.6948221398852084e-01,1.0571024986806198e-02,1.4693724731660616e+00,2.1208564823056297e-01,3.0,4.8979082438868721e-01,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED,factorized
eff_ctau100_g100_br0p1,100,1.9732698039999999e-15,100,-100,0.1,5.6948221398852087e-04,0.0000000000000000e+00,0.01425306,0.002079022475718981,5.6948221398852097e-03,8.1168641649112281e-05,1.1282441189226607e-02,1.6457131881420345e-03,3.0,3.7608137297422024e-03,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED,factorized
eff_ctau100_g100_br0p25,100,1.9732698039999999e-15,100,-100,0.25,5.6948221398852087e-04,0.0000000000000000e+00,0.01425306,0.002079022475718981,3.5592638374282552e-02,5.0730401030695167e-04,7.0515257432666276e-02,1.0285707425887712e-02,3.0,2.3505085810888757e-02,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED,factorized
eff_ctau100_g100_br0p5,100,1.9732698039999999e-15,100,-100,0.5,5.6948221398852087e-04,0.0000000000000000e+00,0.01425306,0.002079022475718981,1.4237055349713021e-01,2.0292160412278067e-03,2.8206102973066510e-01,4.1142829703550848e-02,3.0,9.4020343243555030e-02,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED,factorized
eff_ctau100_g100_br0p7567,100,1.9732698039999999e-15,100,-100,0.7567374858085787,5.6948221398852087e-04,0.0000000000000000e+00,0.01425306,0.002079022475718981,3.2611491378435259e-01,4.6481354330632045e-03,6.4609082519578542e-01,9.4242032724050920e-02,3.0,2.1536360839859514e-01,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED,factorized
eff_ctau100_g100_br1,100,1.9732698039999999e-15,100,-100,1,5.6948221398852087e-04,0.0000000000000000e+00,0.01425306,0.002079022475718981,5.6948221398852084e-01,8.1168641649112267e-03,1.1282441189226604e+00,1.6457131881420339e-01,3.0,3.7608137297422012e-01,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED,factorized
eff_ctau200_g100_br0p1,200,9.8663490199999997e-16,100,-100,0.1,5.6948221398852087e-04,0.0000000000000000e+00,0.009507182499999999,0.001503217541544688,5.6948221398852097e-03,5.4141713388929211e-05,7.5256981610611600e-03,1.1899173585946980e-03,3.0,2.5085660536870533e-03,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED,factorized
eff_ctau200_g100_br0p25,200,9.8663490199999997e-16,100,-100,0.25,5.6948221398852087e-04,0.0000000000000000e+00,0.009507182499999999,0.001503217541544688,3.5592638374282552e-02,3.3838570868080753e-04,4.7035613506632247e-02,7.4369834912168626e-03,3.0,1.5678537835544081e-02,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED,factorized
eff_ctau200_g100_br0p5,200,9.8663490199999997e-16,100,-100,0.5,5.6948221398852087e-04,0.0000000000000000e+00,0.009507182499999999,0.001503217541544688,1.4237055349713021e-01,1.3535428347232301e-03,1.8814245402652899e-01,2.9747933964867451e-02,3.0,6.2714151342176325e-02,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED,factorized
eff_ctau200_g100_br0p7567,200,9.8663490199999997e-16,100,-100,0.7567374858085787,5.6948221398852087e-04,0.0000000000000000e+00,0.009507182499999999,0.001503217541544688,3.2611491378435259e-01,3.1004340013196055e-03,4.3096032618342517e-01,6.8140810595436169e-02,3.0,1.4365344206114172e-01,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED,factorized
eff_ctau200_g100_br1,200,9.8663490199999997e-16,100,-100,1,5.6948221398852087e-04,0.0000000000000000e+00,0.009507182499999999,0.001503217541544688,5.6948221398852084e-01,5.4141713388929204e-03,7.5256981610611595e-01,1.1899173585946980e-01,3.0,2.5085660536870530e-01,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED,factorized
eff_ctau300_g100_br0p1,300,6.5775660133333338e-16,100,-100,0.1,5.6948221398852087e-04,0.0000000000000000e+00,0.006872078500000001,0.001161593276620673,5.6948221398852097e-03,3.9135264788829145e-05,5.4398018056472514e-03,9.1949432818452868e-04,3.0,1.8132672685490837e-03,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED,factorized
eff_ctau300_g100_br0p25,300,6.5775660133333338e-16,100,-100,0.25,5.6948221398852087e-04,0.0000000000000000e+00,0.006872078500000001,0.001161593276620673,3.5592638374282552e-02,2.4459540493018212e-04,3.3998761285295317e-02,5.7468395511533037e-03,3.0,1.1332920428431772e-02,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED,factorized
eff_ctau300_g100_br0p5,300,6.5775660133333338e-16,100,-100,0.5,5.6948221398852087e-04,0.0000000000000000e+00,0.006872078500000001,0.001161593276620673,1.4237055349713021e-01,9.7838161972072847e-04,1.3599504514118127e-01,2.2987358204613215e-02,3.0,4.5331681713727090e-02,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED,factorized
eff_ctau300_g100_br0p7567,300,6.5775660133333338e-16,100,-100,0.7567374858085787,5.6948221398852087e-04,0.0000000000000000e+00,0.006872078500000001,0.001161593276620673,3.2611491378435259e-01,2.2410872875468033e-03,3.1151113296900568e-01,5.2654991884811188e-02,3.0,1.0383704432300189e-01,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED,factorized
eff_ctau300_g100_br1,300,6.5775660133333338e-16,100,-100,1,5.6948221398852087e-04,0.0000000000000000e+00,0.006872078500000001,0.001161593276620673,5.6948221398852084e-01,3.9135264788829139e-03,5.4398018056472508e-01,9.1949432818452859e-02,3.0,1.8132672685490836e-01,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED,factorized
eff_ctau500_g100_br0p1,500,3.9465396080000001e-16,100,-100,0.1,5.6948221398852087e-04,0.0000000000000000e+00,0.003869341,0.0007898259242358671,5.6948221398852097e-03,2.2035208793565579e-05,3.0628940223056153e-03,6.2521062423912617e-04,3.0,1.0209646741018718e-03,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED,factorized
eff_ctau500_g100_br0p25,500,3.9465396080000001e-16,100,-100,0.25,5.6948221398852087e-04,0.0000000000000000e+00,0.003869341,0.0007898259242358671,3.5592638374282552e-02,1.3772005495978483e-04,1.9143087639410090e-02,3.9075664014945376e-03,3.0,6.3810292131366965e-03,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED,factorized
eff_ctau500_g100_br0p5,500,3.9465396080000001e-16,100,-100,0.5,5.6948221398852087e-04,0.0000000000000000e+00,0.003869341,0.0007898259242358671,1.4237055349713021e-01,5.5088021983913931e-04,7.6572350557640362e-02,1.5630265605978150e-02,3.0,2.5524116852546786e-02,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED,factorized
eff_ctau500_g100_br0p7567,500,3.9465396080000001e-16,100,-100,0.7567374858085787,5.6948221398852087e-04,0.0000000000000000e+00,0.003869341,0.0007898259242358671,3.2611491378435259e-01,1.2618498066172606e-03,1.7539712311979921e-01,3.5802787832968863e-02,3.0,5.8465707706599736e-02,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED,factorized
eff_ctau500_g100_br1,500,3.9465396080000001e-16,100,-100,1,5.6948221398852087e-04,0.0000000000000000e+00,0.003869341,0.0007898259242358671,5.6948221398852084e-01,2.2035208793565572e-03,3.0628940223056145e-01,6.2521062423912602e-02,3.0,1.0209646741018714e-01,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED,factorized
eff_ctau700_g100_br0p1,700,2.8189568628571429e-16,100,-100,0.1,5.6948221398852087e-04,0.0000000000000000e+00,0.003478149,0.0008435750416844964,5.6948221398852097e-03,1.9807439931019601e-05,2.7532341504117245e-03,6.6775736554148483e-04,3.0,9.1774471680390818e-04,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED,factorized
eff_ctau700_g100_br0p25,700,2.8189568628571429e-16,100,-100,0.25,5.6948221398852087e-04,0.0000000000000000e+00,0.003478149,0.0008435750416844964,3.5592638374282552e-02,1.2379649956887248e-04,1.7207713440073276e-02,4.1734835346342791e-03,3.0,5.7359044800244256e-03,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED,factorized
eff_ctau700_g100_br0p5,700,2.8189568628571429e-16,100,-100,0.5,5.6948221398852087e-04,0.0000000000000000e+00,0.003478149,0.0008435750416844964,1.4237055349713021e-01,4.9518599827548992e-04,6.8830853760293104e-02,1.6693934138537116e-02,3.0,2.2943617920097702e-02,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED,factorized
eff_ctau700_g100_br0p7567,700,2.8189568628571429e-16,100,-100,0.7567374858085787,5.6948221398852087e-04,0.0000000000000000e+00,0.003478149,0.0008435750416844964,3.2611491378435259e-01,1.1342762612641321e-03,1.5766440031571435e-01,3.8239233876550392e-02,3.0,5.2554800105238116e-02,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED,factorized
eff_ctau700_g100_br1,700,2.8189568628571429e-16,100,-100,1,5.6948221398852087e-04,0.0000000000000000e+00,0.003478149,0.0008435750416844964,5.6948221398852084e-01,1.9807439931019597e-03,2.7532341504117241e-01,6.6775736554148465e-02,3.0,9.1774471680390809e-02,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED,factorized
eff_ctau1000_g100_br0p1,1000,1.9732698040000000e-16,100,-100,0.1,5.6948221398852087e-04,0.0000000000000000e+00,0.0024641585,0.0006362429888610299,5.6948221398852097e-03,1.4032944381986327e-05,1.9505792690960996e-03,5.0363740164444202e-04,3.0,6.5019308969869983e-04,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED,factorized
eff_ctau1000_g100_br0p25,1000,1.9732698040000000e-16,100,-100,0.25,5.6948221398852087e-04,0.0000000000000000e+00,0.0024641585,0.0006362429888610299,3.5592638374282552e-02,8.7705902387414522e-05,1.2191120431850619e-02,3.1477337602777615e-03,3.0,4.0637068106168734e-03,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED,factorized
eff_ctau1000_g100_br0p5,1000,1.9732698040000000e-16,100,-100,0.5,5.6948221398852087e-04,0.0000000000000000e+00,0.0024641585,0.0006362429888610299,1.4237055349713021e-01,3.5082360954965809e-04,4.8764481727402477e-02,1.2590935041111046e-02,3.0,1.6254827242467493e-02,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED,factorized
eff_ctau1000_g100_br0p7567,1000,1.9732698040000000e-16,100,-100,0.7567374858085787,5.6948221398852087e-04,0.0000000000000000e+00,0.0024641585,0.0006362429888610299,3.2611491378435259e-01,8.0359883677847961e-04,1.1170023831220867e-01,2.8840877516705592e-02,3.0,3.7233412770736225e-02,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED,factorized
eff_ctau1000_g100_br1,1000,1.9732698040000000e-16,100,-100,1,5.6948221398852087e-04,0.0000000000000000e+00,0.0024641585,0.0006362429888610299,5.6948221398852084e-01,1.4032944381986324e-03,1.9505792690960991e-01,5.0363740164444185e-02,3.0,6.5019308969869974e-02,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED,factorized
eff_ctau0p3_g150_br0p1,0.3,6.5775660133333333e-13,150,-150,0.1,1.2810000000000000e-03,3.9659999999999998e-06,0,0.0005,1.2810000000000002e-02,0.0000000000000000e+00,0.0000000000000000e+00,8.9029500000000015e-04,3.0,0.0000000000000000e+00,False,EFFECTIVE_PHENOMENOLOGICAL,MADGRAPH_DIRECT_RUN,UPPER_LIMIT_ONLY,madgraph
eff_ctau0p3_g150_br0p25,0.3,6.5775660133333333e-13,150,-150,0.25,1.2810000000000000e-03,3.9659999999999998e-06,0,0.0005,8.0062499999999995e-02,0.0000000000000000e+00,0.0000000000000000e+00,5.5643437499999998e-03,3.0,0.0000000000000000e+00,False,EFFECTIVE_PHENOMENOLOGICAL,MADGRAPH_DIRECT_RUN,UPPER_LIMIT_ONLY,madgraph
eff_ctau0p3_g150_br0p5,0.3,6.5775660133333333e-13,150,-150,0.5,1.2810000000000000e-03,3.9659999999999998e-06,0,0.0005,3.2024999999999998e-01,0.0000000000000000e+00,0.0000000000000000e+00,2.2257374999999999e-02,3.0,0.0000000000000000e+00,False,EFFECTIVE_PHENOMENOLOGICAL,MADGRAPH_DIRECT_RUN,UPPER_LIMIT_ONLY,madgraph
eff_ctau0p3_g150_br0p7567,0.3,6.5775660133333333e-13,150,-150,0.7567374858085787,1.2810000000000000e-03,3.9659999999999998e-06,0,0.0005,7.3356672833012548e-01,0.0000000000000000e+00,0.0000000000000000e+00,5.0982887618943720e-02,3.0,0.0000000000000000e+00,False,EFFECTIVE_PHENOMENOLOGICAL,MADGRAPH_DIRECT_RUN,UPPER_LIMIT_ONLY,madgraph
eff_ctau0p3_g150_br1,0.3,6.5775660133333333e-13,150,-150,1,1.2810000000000000e-03,3.9659999999999998e-06,0,0.0005,1.2809999999999999e+00,0.0000000000000000e+00,0.0000000000000000e+00,8.9029499999999998e-02,3.0,0.0000000000000000e+00,False,EFFECTIVE_PHENOMENOLOGICAL,MADGRAPH_DIRECT_RUN,UPPER_LIMIT_ONLY,madgraph
eff_ctau1_g150_br0p1,1,1.9732698040000000e-13,150,-150,0.1,1.2810000000000000e-03,3.9659999999999998e-06,0.003951574,0.00124959741827022,1.2810000000000002e-02,5.0619662940000013e-05,7.0361331486600018e-03,2.2250206669977715e-03,3.0,2.3453777162200005e-03,False,EFFECTIVE_PHENOMENOLOGICAL,MADGRAPH_DIRECT_RUN,VALIDATED,madgraph
eff_ctau1_g150_br0p25,1,1.9732698040000000e-13,150,-150,0.25,1.2810000000000000e-03,3.9659999999999998e-06,0.003951574,0.00124959741827022,8.0062499999999995e-02,3.1637289337499999e-04,4.3975832179124999e-02,1.3906379168736068e-02,3.0,1.4658610726374999e-02,False,EFFECTIVE_PHENOMENOLOGICAL,MADGRAPH_DIRECT_RUN,VALIDATED,madgraph
eff_ctau1_g150_br0p5,1,1.9732698040000000e-13,150,-150,0.5,1.2810000000000000e-03,3.9659999999999998e-06,0.003951574,0.00124959741827022,3.2024999999999998e-01,1.2654915735000000e-03,1.7590332871650000e-01,5.5625516674944274e-02,3.0,5.8634442905499996e-02,False,EFFECTIVE_PHENOMENOLOGICAL,MADGRAPH_DIRECT_RUN,VALIDATED,madgraph
eff_ctau1_g150_br0p7567,1,1.9732698040000000e-13,150,-150,0.7567374858085787,1.2810000000000000e-03,3.9659999999999998e-06,0.003951574,0.00124959741827022,7.3356672833012548e-01,2.8987432109343876e-03,4.0292530631987988e-01,1.2741616948918569e-01,3.0,1.3430843543995996e-01,False,EFFECTIVE_PHENOMENOLOGICAL,MADGRAPH_DIRECT_RUN,VALIDATED,madgraph
eff_ctau1_g150_br1,1,1.9732698040000000e-13,150,-150,1,1.2810000000000000e-03,3.9659999999999998e-06,0.003951574,0.00124959741827022,1.2809999999999999e+00,5.0619662939999999e-03,7.0361331486599998e-01,2.2250206669977710e-01,3.0,2.3453777162199999e-01,False,EFFECTIVE_PHENOMENOLOGICAL,MADGRAPH_DIRECT_RUN,VALIDATED,madgraph
eff_ctau3_g150_br0p1,3,6.5775660133333331e-14,150,-150,0.1,1.2810000000000000e-03,3.9659999999999998e-06,0.013341595,0.002255141155822941,1.2810000000000002e-02,1.7090583195000002e-04,2.3755910641050003e-02,4.0154817906467707e-03,3.0,7.9186368803500010e-03,False,EFFECTIVE_PHENOMENOLOGICAL,MADGRAPH_DIRECT_RUN,VALIDATED,madgraph
eff_ctau3_g150_br0p25,3,6.5775660133333331e-14,150,-150,0.25,1.2810000000000000e-03,3.9659999999999998e-06,0.013341595,0.002255141155822941,8.0062499999999995e-02,1.0681614496874999e-03,1.4847444150656247e-01,2.5096761191542308e-02,3.0,4.9491480502187490e-02,False,EFFECTIVE_PHENOMENOLOGICAL,MADGRAPH_DIRECT_RUN,VALIDATED,madgraph
eff_ctau3_g150_br0p5,3,6.5775660133333331e-14,150,-150,0.5,1.2810000000000000e-03,3.9659999999999998e-06,0.013341595,0.002255141155822941,3.2024999999999998e-01,4.2726457987499996e-03,5.9389776602624988e-01,1.0038704476616923e-01,3.0,1.9796592200874996e-01,False,EFFECTIVE_PHENOMENOLOGICAL,MADGRAPH_DIRECT_RUN,VALIDATED,madgraph
eff_ctau3_g150_br0p7567,3,6.5775660133333331e-14,150,-150,0.7567374858085787,1.2810000000000000e-03,3.9659999999999998e-06,0.013341595,0.002255141155822941,7.3356672833012548e-01,9.7869501948555596e-03,1.3603860770849228e+00,2.2994721622435166e-01,3.0,4.5346202569497424e-01,False,EFFECTIVE_PHENOMENOLOGICAL,MADGRAPH_DIRECT_RUN,VALIDATED,madgraph
eff_ctau3_g150_br1,3,6.5775660133333331e-14,150,-150,1,1.2810000000000000e-03,3.9659999999999998e-06,0.013341595,0.002255141155822941,1.2809999999999999e+00,1.7090583194999998e-02,2.3755910641049995e+00,4.0154817906467694e-01,3.0,7.9186368803499985e-01,False,EFFECTIVE_PHENOMENOLOGICAL,MADGRAPH_DIRECT_RUN,VALIDATED,madgraph
eff_ctau4p326_g150_br0p1,4.326221529733112,4.5611852986218501e-14,150,-150,0.1,1.2810000000000000e-03,3.9659999999999998e-06,0.01573386,0.002487741699310843,1.2810000000000002e-02,2.0155074660000002e-04,2.8015553777400004e-02,4.4296479923758951e-03,3.0,9.3385179258000019e-03,False,EFFECTIVE_PHENOMENOLOGICAL,MADGRAPH_DIRECT_RUN,VALIDATED,madgraph
eff_ctau4p326_g150_br0p25,4.326221529733112,4.5611852986218501e-14,150,-150,0.25,1.2810000000000000e-03,3.9659999999999998e-06,0.01573386,0.002487741699310843,8.0062499999999995e-02,1.2596921662499999e-03,1.7509721110874998e-01,2.7685299952349338e-02,3.0,5.8365737036249997e-02,False,EFFECTIVE_PHENOMENOLOGICAL,MADGRAPH_DIRECT_RUN,VALIDATED,madgraph
eff_ctau4p326_g150_br0p5,4.326221529733112,4.5611852986218501e-14,150,-150,0.5,1.2810000000000000e-03,3.9659999999999998e-06,0.01573386,0.002487741699310843,3.2024999999999998e-01,5.0387686649999994e-03,7.0038884443499994e-01,1.1074119980939735e-01,3.0,2.3346294814499999e-01,False,EFFECTIVE_PHENOMENOLOGICAL,MADGRAPH_DIRECT_RUN,VALIDATED,madgraph
