point_id,ctau_mm,total_width_GeV,g_hH2H2_GeV,GHphiphi_GeV,BR_H2_to_bb,sigma_production_pb,sigma_production_error_pb,Trackless_Aeff,Trackless_Aeff_error,sigma_4b_fb,visible_sigma_fb,N_expected_139fb,N_expected_error,observed_S95,N_over_observed_S95,above_observed_S95,interpretation,production_status,efficiency_status,production_evaluation_mode
eff_ctau1_g63p591_br0p1,1,1.9732698040000000e-13,63.59142520075966,-63.59142520075966,0.1,2.2990000000000000e-04,7.9820000000000004e-07,0.003951574,0.00124959741827022,2.2990000000000003e-03,9.0846686260000016e-06,1.2627689390140003e-03,3.9932260057984982e-04,3.0,4.2092297967133343e-04,False,EFFECTIVE_PHENOMENOLOGICAL,MADGRAPH_DIRECT_RUN,VALIDATED,madgraph
eff_ctau1_g63p591_br0p25,1,1.9732698040000000e-13,63.59142520075966,-63.59142520075966,0.25,2.2990000000000000e-04,7.9820000000000004e-07,0.003951574,0.00124959741827022,1.4368750000000000e-02,5.6779178912500002e-05,7.8923058688375007e-03,2.4957662536240614e-03,3.0,2.6307686229458337e-03,False,EFFECTIVE_PHENOMENOLOGICAL,MADGRAPH_DIRECT_RUN,VALIDATED,madgraph
eff_ctau1_g63p591_br0p5,1,1.9732698040000000e-13,63.59142520075966,-63.59142520075966,0.5,2.2990000000000000e-04,7.9820000000000004e-07,0.003951574,0.00124959741827022,5.7474999999999998e-02,2.2711671565000001e-04,3.1569223475350003e-02,9.9830650144962455e-03,3.0,1.0523074491783335e-02,False,EFFECTIVE_PHENOMENOLOGICAL,MADGRAPH_DIRECT_RUN,VALIDATED,madgraph
eff_ctau1_g63p591_br0p7567,1,1.9732698040000000e-13,63.59142520075966,-63.59142520075966,0.7567374858085787,2.2990000000000000e-04,7.9820000000000004e-07,0.003951574,0.00124959741827022,1.3165260799617162e-01,5.2023502278986393e-04,7.2312668167791083e-02,2.2867273509417477e-02,3.0,2.4104222722597029e-02,False,EFFECTIVE_PHENOMENOLOGICAL,MADGRAPH_DIRECT_RUN,VALIDATED,madgraph
eff_ctau1_g63p591_br1,1,1.9732698040000000e-13,63.59142520075966,-63.59142520075966,1,2.2990000000000000e-04,7.9820000000000004e-07,0.003951574,0.00124959741827022,2.2989999999999999e-01,9.0846686260000003e-04,1.2627689390140001e-01,3.9932260057984982e-02,3.0,4.2092297967133339e-02,False,EFFECTIVE_PHENOMENOLOGICAL,MADGRAPH_DIRECT_RUN,VALIDATED,madgraph
eff_ctau3_g63p591_br0p1,3,6.5775660133333331e-14,63.59142520075966,-63.59142520075966,0.1,2.2990000000000000e-04,7.9820000000000004e-07,0.013341595,0.002255141155822941,2.2990000000000003e-03,3.0672326905000005e-05,4.2634534397950003e-03,7.2065516289593486e-04,3.0,1.4211511465983334e-03,False,EFFECTIVE_PHENOMENOLOGICAL,MADGRAPH_DIRECT_RUN,VALIDATED,madgraph
eff_ctau3_g63p591_br0p25,3,6.5775660133333331e-14,63.59142520075966,-63.59142520075966,0.25,2.2990000000000000e-04,7.9820000000000004e-07,0.013341595,0.002255141155822941,1.4368750000000000e-02,1.9170204315624998e-04,2.6646583998718748e-02,4.5040947680995919e-03,3.0,8.8821946662395821e-03,False,EFFECTIVE_PHENOMENOLOGICAL,MADGRAPH_DIRECT_RUN,VALIDATED,madgraph
eff_ctau3_g63p591_br0p5,3,6.5775660133333331e-14,63.59142520075966,-63.59142520075966,0.5,2.2990000000000000e-04,7.9820000000000004e-07,0.013341595,0.002255141155822941,5.7474999999999998e-02,7.6680817262499991e-04,1.0658633599487499e-01,1.8016379072398368e-02,3.0,3.5528778664958328e-02,False,EFFECTIVE_PHENOMENOLOGICAL,MADGRAPH_DIRECT_RUN,VALIDATED,madgraph
eff_ctau3_g63p591_br0p7567,3,6.5775660133333331e-14,63.59142520075966,-63.59142520075966,0.7567374858085787,2.2990000000000000e-04,7.9820000000000004e-07,0.013341595,0.002255141155822941,1.3165260799617162e-01,1.7564557765786832e-03,2.4414735294443696e-01,4.1268434824339145e-02,3.0,8.1382450981478990e-02,False,EFFECTIVE_PHENOMENOLOGICAL,MADGRAPH_DIRECT_RUN,VALIDATED,madgraph
eff_ctau3_g63p591_br1,3,6.5775660133333331e-14,63.59142520075966,-63.59142520075966,1,2.2990000000000000e-04,7.9820000000000004e-07,0.013341595,0.002255141155822941,2.2989999999999999e-01,3.0672326904999997e-03,4.2634534397949997e-01,7.2065516289593470e-02,3.0,1.4211511465983331e-01,False,EFFECTIVE_PHENOMENOLOGICAL,MADGRAPH_DIRECT_RUN,VALIDATED,madgraph
eff_ctau4p326_g63p591_br0p1,4.326221529733112,4.5611852986218501e-14,63.59142520075966,-63.59142520075966,0.1,2.2990000000000000e-04,7.9820000000000004e-07,0.01573386,0.002487741699310843,2.2990000000000003e-03,3.6172144140000003e-05,5.0279280354600005e-03,7.9498522517347243e-04,3.0,1.6759760118200001e-03,False,EFFECTIVE_PHENOMENOLOGICAL,MADGRAPH_DIRECT_RUN,VALIDATED,madgraph
eff_ctau4p326_g63p591_br0p25,4.326221529733112,4.5611852986218501e-14,63.59142520075966,-63.59142520075966,0.25,2.2990000000000000e-04,7.9820000000000004e-07,0.01573386,0.002487741699310843,1.4368750000000000e-02,2.2607590087499998e-04,3.1424550221624999e-02,4.9686576573342023e-03,3.0,1.0474850073874999e-02,False,EFFECTIVE_PHENOMENOLOGICAL,MADGRAPH_DIRECT_RUN,VALIDATED,madgraph
eff_ctau4p326_g63p591_br0p5,4.326221529733112,4.5611852986218501e-14,63.59142520075966,-63.59142520075966,0.5,2.2990000000000000e-04,7.9820000000000004e-07,0.01573386,0.002487741699310843,5.7474999999999998e-02,9.0430360349999994e-04,1.2569820088649999e-01,1.9874630629336809e-02,3.0,4.1899400295499996e-02,False,EFFECTIVE_PHENOMENOLOGICAL,MADGRAPH_DIRECT_RUN,VALIDATED,madgraph
eff_ctau4p326_g63p591_br0p7567,4.326221529733112,4.5611852986218501e-14,63.59142520075966,-63.59142520075966,0.7567374858085787,2.2990000000000000e-04,7.9820000000000004e-07,0.01573386,0.002487741699310843,1.3165260799617162e-01,2.0714037028466445e-03,2.8792511469568360e-01,4.5524957900178936e-02,3.0,9.5975038231894530e-02,False,EFFECTIVE_PHENOMENOLOGICAL,MADGRAPH_DIRECT_RUN,VALIDATED,madgraph
eff_ctau4p326_g63p591_br1,4.326221529733112,4.5611852986218501e-14,63.59142520075966,-63.59142520075966,1,2.2990000000000000e-04,7.9820000000000004e-07,0.01573386,0.002487741699310843,2.2989999999999999e-01,3.6172144139999998e-03,5.0279280354599998e-01,7.9498522517347237e-02,3.0,1.6759760118199998e-01,False,EFFECTIVE_PHENOMENOLOGICAL,MADGRAPH_DIRECT_RUN,VALIDATED,madgraph
eff_ctau10_g63p591_br0p1,10,1.9732698040000002e-14,63.59142520075966,-63.59142520075966,0.1,2.2990000000000000e-04,7.9820000000000004e-07,0.018625475,0.002716804752519248,2.2990000000000003e-03,4.2819967025000004e-05,5.9519754164750003e-03,8.6818484351980352e-04,3.0,1.9839918054916669e-03,False,EFFECTIVE_PHENOMENOLOGICAL,MADGRAPH_DIRECT_RUN,VALIDATED,madgraph
eff_ctau10_g63p591_br0p25,10,1.9732698040000002e-14,63.59142520075966,-63.59142520075966,0.25,2.2990000000000000e-04,7.9820000000000004e-07,0.018625475,0.002716804752519248,1.4368750000000000e-02,2.6762479390624998e-04,3.7199846352968746e-02,5.4261552719987709e-03,3.0,1.2399948784322915e-02,False,EFFECTIVE_PHENOMENOLOGICAL,MADGRAPH_DIRECT_RUN,VALIDATED,madgraph
eff_ctau10_g63p591_br0p5,10,1.9732698040000002e-14,63.59142520075966,-63.59142520075966,0.5,2.2990000000000000e-04,7.9820000000000004e-07,0.018625475,0.002716804752519248,5.7474999999999998e-02,1.0704991756249999e-03,1.4879938541187498e-01,2.1704621087995084e-02,3.0,4.9599795137291659e-02,False,EFFECTIVE_PHENOMENOLOGICAL,MADGRAPH_DIRECT_RUN,VALIDATED,madgraph
eff_ctau10_g63p591_br0p7567,10,1.9732698040000002e-14,63.59142520075966,-63.59142520075966,0.7567374858085787,2.2990000000000000e-04,7.9820000000000004e-07,0.018625475,0.002716804752519248,1.3165260799617162e-01,2.4520923589174946e-03,3.4084083788953173e-01,4.9716745920891814e-02,3.0,1.1361361262984392e-01,False,EFFECTIVE_PHENOMENOLOGICAL,MADGRAPH_DIRECT_RUN,VALIDATED,madgraph
eff_ctau10_g63p591_br1,10,1.9732698040000002e-14,63.59142520075966,-63.59142520075966,1,2.2990000000000000e-04,7.9820000000000004e-07,0.018625475,0.002716804752519248,2.2989999999999999e-01,4.2819967024999997e-03,5.9519754164749994e-01,8.6818484351980335e-02,3.0,1.9839918054916664e-01,False,EFFECTIVE_PHENOMENOLOGICAL,MADGRAPH_DIRECT_RUN,VALIDATED,madgraph
eff_ctau30_g63p591_br0p1,30,6.5775660133333334e-15,63.59142520075966,-63.59142520075966,0.1,2.2990000000000000e-04,7.9820000000000004e-07,0.01856252,0.002679268979709453,2.2990000000000003e-03,4.2675233480000003e-05,5.9318574537200004e-03,8.5618987442493267e-04,3.0,1.9772858179066669e-03,False,EFFECTIVE_PHENOMENOLOGICAL,MADGRAPH_DIRECT_RUN,VALIDATED,madgraph
eff_ctau30_g63p591_br0p25,30,6.5775660133333334e-15,63.59142520075966,-63.59142520075966,0.25,2.2990000000000000e-04,7.9820000000000004e-07,0.01856252,0.002679268979709453,1.4368750000000000e-02,2.6672020925000000e-04,3.7074109085749998e-02,5.3511867151558286e-03,3.0,1.2358036361916666e-02,False,EFFECTIVE_PHENOMENOLOGICAL,MADGRAPH_DIRECT_RUN,VALIDATED,madgraph
eff_ctau30_g63p591_br0p5,30,6.5775660133333334e-15,63.59142520075966,-63.59142520075966,0.5,2.2990000000000000e-04,7.9820000000000004e-07,0.01856252,0.002679268979709453,5.7474999999999998e-02,1.0668808370000000e-03,1.4829643634299999e-01,2.1404746860623314e-02,3.0,4.9432145447666664e-02,False,EFFECTIVE_PHENOMENOLOGICAL,MADGRAPH_DIRECT_RUN,VALIDATED,madgraph
eff_ctau30_g63p591_br0p7567,30,6.5775660133333334e-15,63.59142520075966,-63.59142520075966,0.7567374858085787,2.2990000000000000e-04,7.9820000000000004e-07,0.01856252,0.002679268979709453,1.3165260799617162e-01,2.4438041689810956e-03,3.3968877948837228e-01,4.9029852069576794e-02,3.0,1.1322959316279076e-01,False,EFFECTIVE_PHENOMENOLOGICAL,MADGRAPH_DIRECT_RUN,VALIDATED,madgraph
eff_ctau30_g63p591_br1,30,6.5775660133333334e-15,63.59142520075966,-63.59142520075966,1,2.2990000000000000e-04,7.9820000000000004e-07,0.01856252,0.002679268979709453,2.2989999999999999e-01,4.2675233480000000e-03,5.9318574537199997e-01,8.5618987442493258e-02,3.0,1.9772858179066666e-01,False,EFFECTIVE_PHENOMENOLOGICAL,MADGRAPH_DIRECT_RUN,VALIDATED,madgraph
eff_ctau100_g63p591_br0p1,100,1.9732698039999999e-15,63.59142520075966,-63.59142520075966,0.1,2.2990000000000000e-04,7.9820000000000004e-07,0.01425306,0.002079022475718981,2.2990000000000003e-03,3.2767784940000002e-05,4.5547221066600000e-03,6.6437450136323328e-04,3.0,1.5182407022199999e-03,False,EFFECTIVE_PHENOMENOLOGICAL,MADGRAPH_DIRECT_RUN,VALIDATED,madgraph
eff_ctau100_g63p591_br0p25,100,1.9732698039999999e-15,63.59142520075966,-63.59142520075966,0.25,2.2990000000000000e-04,7.9820000000000004e-07,0.01425306,0.002079022475718981,1.4368750000000000e-02,2.0479865587499999e-04,2.8467013166624998e-02,4.1523406335202077e-03,3.0,9.4890043888749987e-03,False,EFFECTIVE_PHENOMENOLOGICAL,MADGRAPH_DIRECT_RUN,VALIDATED,madgraph
eff_ctau100_g63p591_br0p5,100,1.9732698039999999e-15,63.59142520075966,-63.59142520075966,0.5,2.2990000000000000e-04,7.9820000000000004e-07,0.01425306,0.002079022475718981,5.7474999999999998e-02,8.1919462349999998e-04,1.1386805266649999e-01,1.6609362534080831e-02,3.0,3.7956017555499995e-02,False,EFFECTIVE_PHENOMENOLOGICAL,MADGRAPH_DIRECT_RUN,VALIDATED,madgraph
eff_ctau100_g63p591_br0p7567,100,1.9732698039999999e-15,63.59142520075966,-63.59142520075966,0.7567374858085787,2.2990000000000000e-04,7.9820000000000004e-07,0.01425306,0.002079022475718981,1.3165260799617162e-01,1.8764525209259138e-03,2.6082690040870199e-01,3.8045513610537506e-02,3.0,8.6942300136233996e-02,False,EFFECTIVE_PHENOMENOLOGICAL,MADGRAPH_DIRECT_RUN,VALIDATED,madgraph
eff_ctau100_g63p591_br1,100,1.9732698039999999e-15,63.59142520075966,-63.59142520075966,1,2.2990000000000000e-04,7.9820000000000004e-07,0.01425306,0.002079022475718981,2.2989999999999999e-01,3.2767784939999999e-03,4.5547221066599997e-01,6.6437450136323323e-02,3.0,1.5182407022199998e-01,False,EFFECTIVE_PHENOMENOLOGICAL,MADGRAPH_DIRECT_RUN,VALIDATED,madgraph
eff_ctau200_g63p591_br0p1,200,9.8663490199999997e-16,63.59142520075966,-63.59142520075966,0.1,2.2990000000000000e-04,7.9820000000000004e-07,0.009507182499999999,0.001503217541544688,2.2990000000000003e-03,2.1857012567500000e-05,3.0381247468825000e-03,4.8036970079356209e-04,3.0,1.0127082489608333e-03,False,EFFECTIVE_PHENOMENOLOGICAL,MADGRAPH_DIRECT_RUN,VALIDATED,madgraph
eff_ctau200_g63p591_br0p25,200,9.8663490199999997e-16,63.59142520075966,-63.59142520075966,0.25,2.2990000000000000e-04,7.9820000000000004e-07,0.009507182499999999,0.001503217541544688,1.4368750000000000e-02,1.3660632854687498e-04,1.8988279668015622e-02,3.0023106299597625e-03,3.0,6.3294265560052071e-03,False,EFFECTIVE_PHENOMENOLOGICAL,MADGRAPH_DIRECT_RUN,VALIDATED,madgraph
eff_ctau200_g63p591_br0p5,200,9.8663490199999997e-16,63.59142520075966,-63.59142520075966,0.5,2.2990000000000000e-04,7.9820000000000004e-07,0.009507182499999999,0.001503217541544688,5.7474999999999998e-02,5.4642531418749992e-04,7.5953118672062489e-02,1.2009242519839050e-02,3.0,2.5317706224020829e-02,False,EFFECTIVE_PHENOMENOLOGICAL,MADGRAPH_DIRECT_RUN,VALIDATED,madgraph
eff_ctau200_g63p591_br0p7567,200,9.8663490199999997e-16,63.59142520075966,-63.59142520075966,0.7567374858085787,2.2990000000000000e-04,7.9820000000000004e-07,0.009507182499999999,0.001503217541544688,1.3165260799617162e-01,1.2516453708205629e-03,1.7397870654405823e-01,2.7508448852463278e-02,3.0,5.7992902181352744e-02,False,EFFECTIVE_PHENOMENOLOGICAL,MADGRAPH_DIRECT_RUN,VALIDATED,madgraph
eff_ctau200_g63p591_br1,200,9.8663490199999997e-16,63.59142520075966,-63.59142520075966,1,2.2990000000000000e-04,7.9820000000000004e-07,0.009507182499999999,0.001503217541544688,2.2989999999999999e-01,2.1857012567499997e-03,3.0381247468824996e-01,4.8036970079356200e-02,3.0,1.0127082489608331e-01,False,EFFECTIVE_PHENOMENOLOGICAL,MADGRAPH_DIRECT_RUN,VALIDATED,madgraph
eff_ctau300_g63p591_br0p1,300,6.5775660133333338e-16,63.59142520075966,-63.59142520075966,0.1,2.2990000000000000e-04,7.9820000000000004e-07,0.006872078500000001,0.001161593276620673,2.2990000000000003e-03,1.5798908471500003e-05,2.1960482775385004e-03,3.7119990907017890e-04,3.0,7.3201609251283349e-04,False,EFFECTIVE_PHENOMENOLOGICAL,MADGRAPH_DIRECT_RUN,VALIDATED,madgraph
eff_ctau300_g63p591_br0p25,300,6.5775660133333338e-16,63.59142520075966,-63.59142520075966,0.25,2.2990000000000000e-04,7.9820000000000004e-07,0.006872078500000001,0.001161593276620673,1.4368750000000000e-02,9.8743177946875008e-05,1.3725301734615626e-02,2.3199994316886181e-03,3.0,4.5751005782052089e-03,False,EFFECTIVE_PHENOMENOLOGICAL,MADGRAPH_DIRECT_RUN,VALIDATED,madgraph
eff_ctau300_g63p591_br0p5,300,6.5775660133333338e-16,63.59142520075966,-63.59142520075966,0.5,2.2990000000000000e-04,7.9820000000000004e-07,0.006872078500000001,0.001161593276620673,5.7474999999999998e-02,3.9497271178750003e-04,5.4901206938462503e-02,9.2799977267544725e-03,3.0,1.8300402312820836e-02,False,EFFECTIVE_PHENOMENOLOGICAL,MADGRAPH_DIRECT_RUN,VALIDATED,madgraph
eff_ctau300_g63p591_br0p7567,300,6.5775660133333338e-16,63.59142520075966,-63.59142520075966,0.7567374858085787,2.2990000000000000e-04,7.9820000000000004e-07,0.006872078500000001,0.001161593276620673,1.3165260799617162e-01,9.0472705687941917e-04,1.2575706090623925e-01,2.1256823017412271e-02,3.0,4.1919020302079751e-02,False,EFFECTIVE_PHENOMENOLOGICAL,MADGRAPH_DIRECT_RUN,VALIDATED,madgraph
eff_ctau300_g63p591_br1,300,6.5775660133333338e-16,63.59142520075966,-63.59142520075966,1,2.2990000000000000e-04,7.9820000000000004e-07,0.006872078500000001,0.001161593276620673,2.2989999999999999e-01,1.5798908471500001e-03,2.1960482775385001e-01,3.7119990907017890e-02,3.0,7.3201609251283342e-02,False,EFFECTIVE_PHENOMENOLOGICAL,MADGRAPH_DIRECT_RUN,VALIDATED,madgraph
eff_ctau500_g63p591_br0p1,500,3.9465396080000001e-16,63.59142520075966,-63.59142520075966,0.1,2.2990000000000000e-04,7.9820000000000004e-07,0.003869341,0.0007898259242358671,2.2990000000000003e-03,8.8956149590000014e-06,1.2364904793010002e-03,2.5239756217473793e-04,3.0,4.1216349310033341e-04,False,EFFECTIVE_PHENOMENOLOGICAL,MADGRAPH_DIRECT_RUN,VALIDATED,madgraph
eff_ctau500_g63p591_br0p25,500,3.9465396080000001e-16,63.59142520075966,-63.59142520075966,0.25,2.2990000000000000e-04,7.9820000000000004e-07,0.003869341,0.0007898259242358671,1.4368750000000000e-02,5.5597593493749998e-05,7.7280654956312497e-03,1.5774847635921117e-03,3.0,2.5760218318770832e-03,False,EFFECTIVE_PHENOMENOLOGICAL,MADGRAPH_DIRECT_RUN,VALIDATED,madgraph
eff_ctau500_g63p591_br0p5,500,3.9465396080000001e-16,63.59142520075966,-63.59142520075966,0.5,2.2990000000000000e-04,7.9820000000000004e-07,0.003869341,0.0007898259242358671,5.7474999999999998e-02,2.2239037397499999e-04,3.0912261982524999e-02,6.3099390543684469e-03,3.0,1.0304087327508333e-02,False,EFFECTIVE_PHENOMENOLOGICAL,MADGRAPH_DIRECT_RUN,VALIDATED,madgraph
eff_ctau500_g63p591_br0p7567,500,3.9465396080000001e-16,63.59142520075966,-63.59142520075966,0.7567374858085787,2.2990000000000000e-04,7.9820000000000004e-07,0.003869341,0.0007898259242358671,1.3165260799617162e-01,5.0940883387651475e-04,7.0807827908835552e-02,1.4453587347620759e-02,3.0,2.3602609302945183e-02,False,EFFECTIVE_PHENOMENOLOGICAL,MADGRAPH_DIRECT_RUN,VALIDATED,madgraph
eff_ctau500_g63p591_br1,500,3.9465396080000001e-16,63.59142520075966,-63.59142520075966,1,2.2990000000000000e-04,7.9820000000000004e-07,0.003869341,0.0007898259242358671,2.2989999999999999e-01,8.8956149589999997e-04,1.2364904793010000e-01,2.5239756217473788e-02,3.0,4.1216349310033332e-02,False,EFFECTIVE_PHENOMENOLOGICAL,MADGRAPH_DIRECT_RUN,VALIDATED,madgraph
eff_ctau700_g63p591_br0p1,700,2.8189568628571429e-16,63.59142520075966,-63.59142520075966,0.1,2.2990000000000000e-04,7.9820000000000004e-07,0.003478149,0.0008435750416844964,2.2990000000000003e-03,7.9962645510000007e-06,1.1114807725890001e-03,2.6957368389573941e-04,3.0,3.7049359086300003e-04,False,EFFECTIVE_PHENOMENOLOGICAL,MADGRAPH_DIRECT_RUN,VALIDATED,madgraph
eff_ctau700_g63p591_br0p25,700,2.8189568628571429e-16,63.59142520075966,-63.59142520075966,0.25,2.2990000000000000e-04,7.9820000000000004e-07,0.003478149,0.0008435750416844964,1.4368750000000000e-02,4.9976653443749994e-05,6.9467548286812489e-03,1.6848355243483709e-03,3.0,2.3155849428937495e-03,False,EFFECTIVE_PHENOMENOLOGICAL,MADGRAPH_DIRECT_RUN,VALIDATED,madgraph
eff_ctau700_g63p591_br0p5,700,2.8189568628571429e-16,63.59142520075966,-63.59142520075966,0.5,2.2990000000000000e-04,7.9820000000000004e-07,0.003478149,0.0008435750416844964,5.7474999999999998e-02,1.9990661377499997e-04,2.7787019314724996e-02,6.7393420973934836e-03,3.0,9.2623397715749980e-03,False,EFFECTIVE_PHENOMENOLOGICAL,MADGRAPH_DIRECT_RUN,VALIDATED,madgraph
eff_ctau700_g63p591_br0p7567,700,2.8189568628571429e-16,63.59142520075966,-63.59142520075966,0.7567374858085787,2.2990000000000000e-04,7.9820000000000004e-07,0.003478149,0.0008435750416844964,1.3165260799617162e-01,4.5790738684927632e-04,6.3649126772049411e-02,1.5437180744675798e-02,3.0,2.1216375590683137e-02,False,EFFECTIVE_PHENOMENOLOGICAL,MADGRAPH_DIRECT_RUN,VALIDATED,madgraph
eff_ctau700_g63p591_br1,700,2.8189568628571429e-16,63.59142520075966,-63.59142520075966,1,2.2990000000000000e-04,7.9820000000000004e-07,0.003478149,0.0008435750416844964,2.2989999999999999e-01,7.9962645509999990e-04,1.1114807725889998e-01,2.6957368389573935e-02,3.0,3.7049359086299992e-02,False,EFFECTIVE_PHENOMENOLOGICAL,MADGRAPH_DIRECT_RUN,VALIDATED,madgraph
eff_ctau1000_g63p591_br0p1,1000,1.9732698040000000e-16,63.59142520075966,-63.59142520075966,0.1,2.2990000000000000e-04,7.9820000000000004e-07,0.0024641585,0.0006362429888610299,2.2990000000000003e-03,5.6651003915000006e-06,7.8744895441850012e-04,2.0331844576341963e-04,3.0,2.6248298480616671e-04,False,EFFECTIVE_PHENOMENOLOGICAL,MADGRAPH_DIRECT_RUN,VALIDATED,madgraph
eff_ctau1000_g63p591_br0p25,1000,1.9732698040000000e-16,63.59142520075966,-63.59142520075966,0.25,2.2990000000000000e-04,7.9820000000000004e-07,0.0024641585,0.0006362429888610299,1.4368750000000000e-02,3.5406877446874998e-05,4.9215559651156248e-03,1.2707402860213724e-03,3.0,1.6405186550385415e-03,False,EFFECTIVE_PHENOMENOLOGICAL,MADGRAPH_DIRECT_RUN,VALIDATED,madgraph
eff_ctau1000_g63p591_br0p5,1000,1.9732698040000000e-16,63.59142520075966,-63.59142520075966,0.5,2.2990000000000000e-04,7.9820000000000004e-07,0.0024641585,0.0006362429888610299,5.7474999999999998e-02,1.4162750978749999e-04,1.9686223860462499e-02,5.0829611440854896e-03,3.0,6.5620746201541661e-03,False,EFFECTIVE_PHENOMENOLOGICAL,MADGRAPH_DIRECT_RUN,VALIDATED,madgraph
eff_ctau1000_g63p591_br0p7567,1000,1.9732698040000000e-16,63.59142520075966,-63.59142520075966,0.7567374858085787,2.2990000000000000e-04,7.9820000000000004e-07,0.0024641585,0.0006362429888610299,1.3165260799617162e-01,3.2441289304093428e-04,4.5093392132689862e-02,1.1643063783593893e-02,3.0,1.5031130710896621e-02,False,EFFECTIVE_PHENOMENOLOGICAL,MADGRAPH_DIRECT_RUN,VALIDATED,madgraph
eff_ctau1000_g63p591_br1,1000,1.9732698040000000e-16,63.59142520075966,-63.59142520075966,1,2.2990000000000000e-04,7.9820000000000004e-07,0.0024641585,0.0006362429888610299,2.2989999999999999e-01,5.6651003914999997e-04,7.8744895441849996e-02,2.0331844576341958e-02,3.0,2.6248298480616664e-02,False,EFFECTIVE_PHENOMENOLOGICAL,MADGRAPH_DIRECT_RUN,VALIDATED,madgraph
eff_ctau0p3_g100_br0p1,0.3,6.5775660133333333e-13,100,-100,0.1,5.6948221398852087e-04,0.0000000000000000e+00,0,0.0005,5.6948221398852097e-03,0.0000000000000000e+00,0.0000000000000000e+00,3.9579013872202207e-04,3.0,0.0000000000000000e+00,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,UPPER_LIMIT_ONLY,factorized
eff_ctau0p3_g100_br0p25,0.3,6.5775660133333333e-13,100,-100,0.25,5.6948221398852087e-04,0.0000000000000000e+00,0,0.0005,3.5592638374282552e-02,0.0000000000000000e+00,0.0000000000000000e+00,2.4736883670126372e-03,3.0,0.0000000000000000e+00,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,UPPER_LIMIT_ONLY,factorized
eff_ctau0p3_g100_br0p5,0.3,6.5775660133333333e-13,100,-100,0.5,5.6948221398852087e-04,0.0000000000000000e+00,0,0.0005,1.4237055349713021e-01,0.0000000000000000e+00,0.0000000000000000e+00,9.8947534680505489e-03,3.0,0.0000000000000000e+00,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,UPPER_LIMIT_ONLY,factorized
eff_ctau0p3_g100_br0p7567,0.3,6.5775660133333333e-13,100,-100,0.7567374858085787,5.6948221398852087e-04,0.0000000000000000e+00,0,0.0005,3.2611491378435259e-01,0.0000000000000000e+00,0.0000000000000000e+00,2.2664986508012505e-02,3.0,0.0000000000000000e+00,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,UPPER_LIMIT_ONLY,factorized
eff_ctau0p3_g100_br1,0.3,6.5775660133333333e-13,100,-100,1,5.6948221398852087e-04,0.0000000000000000e+00,0,0.0005,5.6948221398852084e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.9579013872202196e-02,3.0,0.0000000000000000e+00,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,UPPER_LIMIT_ONLY,factorized
eff_ctau1_g100_br0p1,1,1.9732698040000000e-13,100,-100,0.1,5.6948221398852087e-04,0.0000000000000000e+00,0.003951574,0.00124959741827022,5.6948221398852097e-03,2.2503511102594761e-05,3.1279880432606719e-03,9.8915667104770215e-04,3.0,1.0426626810868906e-03,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED,factorized
eff_ctau1_g100_br0p25,1,1.9732698040000000e-13,100,-100,0.25,5.6948221398852087e-04,0.0000000000000000e+00,0.003951574,0.00124959741827022,3.5592638374282552e-02,1.4064694439121721e-04,1.9549925270379194e-02,6.1822291940481370e-03,3.0,6.5166417567930649e-03,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED,factorized
eff_ctau1_g100_br0p5,1,1.9732698040000000e-13,100,-100,0.5,5.6948221398852087e-04,0.0000000000000000e+00,0.003951574,0.00124959741827022,1.4237055349713021e-01,5.6258777756486886e-04,7.8199701081516776e-02,2.4728916776192548e-02,3.0,2.6066567027172260e-02,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED,factorized
eff_ctau1_g100_br0p7567,1,1.9732698040000000e-13,100,-100,0.7567374858085787,5.6948221398852087e-04,0.0000000000000000e+00,0.003951574,0.00124959741827022,3.2611491378435259e-01,1.2886672143224893e-03,1.7912474279082602e-01,5.6644217251083588e-02,3.0,5.9708247596942009e-02,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED,factorized
eff_ctau1_g100_br1,1,1.9732698040000000e-13,100,-100,1,5.6948221398852087e-04,0.0000000000000000e+00,0.003951574,0.00124959741827022,5.6948221398852084e-01,2.2503511102594754e-03,3.1279880432606710e-01,9.8915667104770191e-02,3.0,1.0426626810868904e-01,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED,factorized
